GeneName,Alias,FullName,PMID,Method,DiseaseModel,DiseaseName,DiseaseID,Fibrosis
TGFA,,transforming growth factor alpha,19244201,Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TGFA,,transforming growth factor alpha,21382168,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
TGFA,,transforming growth factor alpha,10226062,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
ELN,,elastin,29802129,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
ELN,,elastin,29366776,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
ELN,,elastin,16159870,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
ELN,,elastin,28751568,Gene Knockout/Gene Overexpression,Vascular Fibrosis,atherosclerosis,MONDO:0005311,anti
ELN,,elastin,22435995,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
FYN,,"FYN proto-oncogene, Src family tyrosine kinase",32051399,Gene Knockout/RNAi/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
FYN,,"FYN proto-oncogene, Src family tyrosine kinase",27616741,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
FYN,,"FYN proto-oncogene, Src family tyrosine kinase",29540538,RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
FYN,,"FYN proto-oncogene, Src family tyrosine kinase",28586109,Gene Knockout,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
IL13RA1,,interleukin 13 receptor subunit alpha 1,32695877,Up Regulation/Down Regulation,Tenden Fibrosis,Fibrosis,MESH:D005355,pro
ITGAV,,integrin subunit alpha V,24216753,Gene Knockout/Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
JAK3,,Janus kinase 3,25352130,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
LOXL2,,lysyl oxidase-like 2,20818376,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SERPINA1,AAT,serpin family A member 1,29572094,Gene Knockout(Mutation)/RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
ADM,,adrenomedullin,23355623,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
ADRB2,β2AR,adrenoceptor beta 2,28396116,Activation,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
COL18A1,endostatin,collagen type XVIII alpha 1 chain,22649092,Direct Treatment,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
IFNG,,interferon gamma,15361241,"Inhibition(Mutation,Review)",Cutaneous Fibrosis,keloid,MONDO:0005348,anti
IL18,,interleukin 18,19865096,Direct Treatment,Cystemic Sclerosis,systemic sclerosis,MONDO:0005100,anti
JAK1,,Janus kinase 1,28478401,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MFGE8,,milk fat globule EGF and factor V/VIII domain containing,30175895,Gene Knockout/Direct Treatment,Systemic Sclerosis,systemic sclerosis,MONDO:0005100,anti
PLAUR,uPAR,"plasminogen activator, urokinase receptor",23852693,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
PPARG,,peroxisome proliferator activated receptor gamma,30032428,Activation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SMAD1,,SMAD family member 1,31364649,Down Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SP3,,Sp3 transcription factor,23123404,RNAi,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
TGFB2,,transforming growth factor beta 2,31217334,Activation/Inhibition,Systemic Sclerosis,systemic sclerosis,MONDO:0005100,pro
TWIST1,,twist family bHLH transcription factor 1,27113414,Gene Knockout/Gene Overexpression/RNAi,Systemic Sclerosis,systemic sclerosis,MONDO:0005100,pro
FGFR1,,fibroblast growth factor receptor 1,33131311,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
IL11,,interleukin 11,29160304,Gene Knockout/Gene Overexpression/Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
IL13,,interleukin 13,26436920,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
IL4,,interleukin 4,26436920,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
IL7,,interleukin 7,25352130,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SERPINE1,PAI-1,serpin family E member 1,19322185,Gene Knockout(Review)/Gene Overexpression(Review),Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
