source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_disease_id	ttd_biomarker_id
UNIPROT:P01567	Gene	ICD-11:4A40.0	Disease	IFNI	Systemic lupus erythematosus	GNBR::Md::Gene:Disease	TTD	ICD-11:4A40.0	BM001739
UNIPROT:P01566	Gene	ICD-11:4A40.0	Disease	IFNI	Systemic lupus erythematosus	GNBR::Md::Gene:Disease	TTD	ICD-11:4A40.0	BM001739
UNIPROT:P01569	Gene	ICD-11:4A40.0	Disease	IFNI	Systemic lupus erythematosus	GNBR::Md::Gene:Disease	TTD	ICD-11:4A40.0	BM001739
UNIPROT:P01570	Gene	ICD-11:4A40.0	Disease	IFNI	Systemic lupus erythematosus	GNBR::Md::Gene:Disease	TTD	ICD-11:4A40.0	BM001739
UNIPROT:P05013	Gene	ICD-11:4A40.0	Disease	IFNI	Systemic lupus erythematosus	GNBR::Md::Gene:Disease	TTD	ICD-11:4A40.0	BM001739
UNIPROT:P05015	Gene	ICD-11:4A40.0	Disease	IFNI	Systemic lupus erythematosus	GNBR::Md::Gene:Disease	TTD	ICD-11:4A40.0	BM001739
UNIPROT:P35247	Gene	ICD-11:4A42	Disease	Surfactant protein D	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002753
UNIPROT:P15692	Gene	ICD-11:4A42	Disease	Vascular endothelial growth factor (VEGF)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002719
UNIPROT:P49765	Gene	ICD-11:4A42	Disease	Vascular endothelial growth factor (VEGF)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002719
UNIPROT:P49767	Gene	ICD-11:4A42	Disease	Vascular endothelial growth factor (VEGF)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002719
UNIPROT:O43915	Gene	ICD-11:4A42	Disease	Vascular endothelial growth factor (VEGF)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002719
UNIPROT:P08107	Gene	ICD-11:4A81	Disease	HSP-70	Ocular allergy	GNBR::Md::Gene:Disease	TTD	ICD-11:4A81	BM001719
UNIPROT:P60033	Gene	ICD-11:4B03.1	Disease	CD81 (CD81)	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001033
UNIPROT:P17927	Gene	ICD-11:4B03.1	Disease	Complement receptor type 1	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001030
UNIPROT:Q07108	Gene	ICD-11:4B03.1	Disease	Early activation antigen CD69	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001032
UNIPROT:P11678	Gene	ICD-11:4B03.1	Disease	Eosinophil peroxidase	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001428
UNIPROT:P14151	Gene	ICD-11:4B03.1	Disease	L-selectin	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM002022
UNIPROT:Q14242	Gene	ICD-11:4B03.1	Disease	P-selectin glycoprotein ligand 1	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM002023
UNIPROT:P43652	Gene	ICD-11:4B24.0	Disease	Afamin (AFM)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM000742
UNIPROT:P43652	Gene	ICD-11:4B24.0	Disease	Afamin (AFM)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM000743
UNIPROT:P43652	Gene	ICD-11:4B24.0	Disease	Afamin (AFM)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM000750
UNIPROT:P43652	Gene	ICD-11:4B24.0	Disease	Afamin (AFM)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM000751
UNIPROT:P03973	Gene	ICD-11:4B24.0	Disease	Antileukoproteinase (SLPI)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM002693
UNIPROT:P02778	Gene	ICD-11:4B24.0	Disease	CXCL10 TNFR1	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001005
UNIPROT:P19438	Gene	ICD-11:4B24.0	Disease	CXCL10 TNFR1	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001005
UNIPROT:Q06141	Gene	ICD-11:4B24.0	Disease	Human pro-islet peptide	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM002637
UNIPROT:Q06141	Gene	ICD-11:4B24.0	Disease	REG3I	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM002638
UNIPROT:Q6UW15	Gene	ICD-11:4B24.0	Disease	REG3I	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM002638
UNIPROT:P43652	Gene	ICD-11:4B24.0	Disease	Afamin (AFM)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM000744
UNIPROT:P43652	Gene	ICD-11:4B24	Disease	Afamin (AFM)	Graft-versus-host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24	BM000746
UNIPROT:Q06141	Gene	ICD-11:4B24	Disease	Human pro-islet peptide	Graft-versus-host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24	BM002633
UNIPROT:Q06141	Gene	ICD-11:4B24	Disease	Human pro-islet peptide	Graft-versus-host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24	BM002634
UNIPROT:Q06141	Gene	ICD-11:4B24	Disease	Human pro-islet peptide	Graft-versus-host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24	BM002635
UNIPROT:Q06141	Gene	ICD-11:4B24	Disease	Human pro-islet peptide	Graft-versus-host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24	BM002636
UNIPROT:P05546	Gene	ICD-11:5C56.3	Disease	Heparin cofactor II-thrombin complex	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM001632
UNIPROT:P00734	Gene	ICD-11:5C56.3	Disease	Heparin cofactor II-thrombin complex	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM001632
UNIPROT:P05546	Gene	ICD-11:5C56.3	Disease	Heparin cofactor II-thrombin complex	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM001633
UNIPROT:P00734	Gene	ICD-11:5C56.3	Disease	Heparin cofactor II-thrombin complex	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM001633
UNIPROT:P50281	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P45452	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:O75900	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P51511	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q99542	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P51512	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P03956	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q8N119	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q9NRE1	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:O60882	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q9H239	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q9ULZ9	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P08254	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P22894	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P39900	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P08253	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P14780	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q9H306	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P09238	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P24347	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q9NPA2	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:P09237	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q9Y5R2	Gene	ICD-11:5C56.3	Disease	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	GNBR::Md::Gene:Disease	TTD	ICD-11:5C56.3	BM002080
UNIPROT:Q05940	Gene	ICD-11:8A00.0	Disease	Synaptic vesicle amine transporter	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM002981
UNIPROT:Q05940	Gene	ICD-11:8A00.0	Disease	Synaptic vesicle amine transporter	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM002982
UNIPROT:Q05940	Gene	ICD-11:8A00.0	Disease	Synaptic vesicle amine transporter	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM002983
UNIPROT:Q05940	Gene	ICD-11:8A00.0	Disease	Synaptic vesicle amine transporter	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM002984
UNIPROT:CID56494	Gene	ICD-11:8A00.0	Disease	6-[18F]-fluoro-l-3,4-dihydroxyphenylalanine (18F-dopa)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM000228
UNIPROT:CID56494	Gene	ICD-11:8A00.0	Disease	6-[18F]-fluoro-l-3,4-dihydroxyphenylalanine (18F-dopa)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM000230
UNIPROT:CID56494	Gene	ICD-11:8A00.0	Disease	6-[18F]-fluoro-l-3,4-dihydroxyphenylalanine (18F-dopa)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM000232
UNIPROT:P21980	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:P22735	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:O43548	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:P49221	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:Q08188	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:O95932	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:Q96PF1	Gene	ICD-11:8A01.10	Disease	Transglutaminase	Huntington disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A01.10	BM000490
UNIPROT:P43652	Gene	ICD-11:8A43	Disease	Afamin (AFM)	Neuromyelitis optica	GNBR::Md::Gene:Disease	TTD	ICD-11:8A43	BM001753
UNIPROT:P43652	Gene	ICD-11:8B60.0	Disease	Afamin (AFM)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM000752
UNIPROT:P01024	Gene	ICD-11:8B60.0	Disease	Complement C3	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001163
UNIPROT:P0C0L4	Gene	ICD-11:8B60.0	Disease	Complement factors C4	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001164
UNIPROT:P0C0L5	Gene	ICD-11:8B60.0	Disease	Complement factors C4	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001164
UNIPROT:P07203	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:P22352	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:P36969	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:P18283	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:O75715	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:Q96SL4	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:Q8TED1	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:P59796	Gene	ICD-11:8B60.0	Disease	Glutathione peroxidase	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001585
UNIPROT:P36955	Gene	ICD-11:8B60.0	Disease	Pigment epithelium-derived factor	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002515
UNIPROT:P15692	Gene	ICD-11:8B60.0	Disease	Vascular endothelial growth factor (VEGF)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002937
UNIPROT:P49765	Gene	ICD-11:8B60.0	Disease	Vascular endothelial growth factor (VEGF)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002937
UNIPROT:P49767	Gene	ICD-11:8B60.0	Disease	Vascular endothelial growth factor (VEGF)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002937
UNIPROT:O43915	Gene	ICD-11:8B60.0	Disease	Vascular endothelial growth factor (VEGF)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002937
UNIPROT:P02708	Gene	ICD-11:8C6Y	Disease	Nicotinic acetylcholine receptor subunit alpha-1	Myasthenia gravis	GNBR::Md::Gene:Disease	TTD	ICD-11:8C6Y	BM000709
UNIPROT:P02708	Gene	ICD-11:8C6Y	Disease	Nicotinic acetylcholine receptor subunit alpha-1	Myasthenia gravis	GNBR::Md::Gene:Disease	TTD	ICD-11:8C6Y	BM000710
UNIPROT:Q93038	Gene	ICD-11:8C6Y	Disease	Tumor necrosis factor receptor superfamily member 25 (TNFRSF25)	Myasthenia gravis	GNBR::Md::Gene:Disease	TTD	ICD-11:8C6Y	BM001694
UNIPROT:P12645	Gene	ICD-11:9C61	Disease	Bone morphogenetic proteins (BMP)	Glaucoma/ocular hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:9C61	BM002296
UNIPROT:O95972	Gene	ICD-11:9C61	Disease	Bone morphogenetic proteins (BMP)	Glaucoma/ocular hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:9C61	BM002296
UNIPROT:P01009	Gene	ICD-11:9E1Z	Disease	Alpha-1-antitrypsin	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM000699
UNIPROT:Q8WXI7	Gene	ICD-11:9E1Z	Disease	Mucin 16	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002213
UNIPROT:Q9P212	Gene	ICD-11:BA00-BA04	Disease	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (PLCE1)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM002543
UNIPROT:Q0VD83	Gene	ICD-11:BA00-BA04	Disease	Apolipoprotein B receptor (APOBR)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000824
UNIPROT:Q5JWF2	Gene	ICD-11:BA00-BA04	Disease	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000381
UNIPROT:P17342	Gene	ICD-11:BA00-BA04	Disease	Natriuretic peptide receptor	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM002313
UNIPROT:Q9BYF1	Gene	ICD-11:BA00-BA04	Disease	Recombinant human angiotensin converting enzyme 2	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000782
UNIPROT:Q9H2Q1	Gene	ICD-11:BA00-BA04	Disease	TMEM133	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000372
UNIPROT:Q0VD83	Gene	ICD-11:BA00-BE2Z	Disease	Apolipoprotein B receptor (APOBR)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM000829
UNIPROT:Q99988	Gene	ICD-11:BA00-BE2Z	Disease	Growth differentiation factor 15 (GDF-15)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001604
UNIPROT:P19429	Gene	ICD-11:BA00-BE2Z	Disease	HsTnI	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001720
UNIPROT:P19237	Gene	ICD-11:BA00-BE2Z	Disease	HsTnI	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001720
UNIPROT:P48788	Gene	ICD-11:BA00-BE2Z	Disease	HsTnI	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001720
UNIPROT:P45379	Gene	ICD-11:BA00-BE2Z	Disease	hsTnT	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001721
UNIPROT:P19429	Gene	ICD-11:BA00-BE2Z	Disease	hsTnT	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001721
UNIPROT:P02679	Gene	ICD-11:BA00-BE2Z	Disease	Fibrinogen	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001520
UNIPROT:P02671	Gene	ICD-11:BA00-BE2Z	Disease	Fibrinogen	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001520
UNIPROT:P02675	Gene	ICD-11:BA00-BE2Z	Disease	Fibrinogen	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001520
UNIPROT:Q8N5D6	Gene	ICD-11:BA00-BE2Z	Disease	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (GBGT1)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002856
UNIPROT:Q8N5D6	Gene	ICD-11:BA00-BE2Z	Disease	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (GBGT1)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002858
UNIPROT:Q8N5D6	Gene	ICD-11:BA00-BE2Z	Disease	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (GBGT1)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002864
UNIPROT:Q8N5D6	Gene	ICD-11:BA00-BE2Z	Disease	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (GBGT1)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002866
UNIPROT:Q8WWZ1	Gene	ICD-11:BA00-BE2Z	Disease	Interleukin-1 family member 10 (IL1F10)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001757
UNIPROT:Q9UQQ2	Gene	ICD-11:BA00-BE2Z	Disease	Lymphocyte adaptor protein LNK	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002680
UNIPROT:P11940	Gene	ICD-11:BA00-BE2Z	Disease	Poly(A) binding protein	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002549
UNIPROT:Q86U42	Gene	ICD-11:BA00-BE2Z	Disease	Poly(A) binding protein	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002549
UNIPROT:Q9H361	Gene	ICD-11:BA00-BE2Z	Disease	Poly(A) binding protein	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002549
UNIPROT:Q13310	Gene	ICD-11:BA00-BE2Z	Disease	Poly(A) binding protein	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002549
UNIPROT:Q96DU9	Gene	ICD-11:BA00-BE2Z	Disease	Poly(A) binding protein	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002549
UNIPROT:P16109	Gene	ICD-11:BA00-BE2Z	Disease	P-selectin	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002603
UNIPROT:P16109	Gene	ICD-11:BA00-BE2Z	Disease	P-selectin	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002712
UNIPROT:Q99988	Gene	ICD-11:BA41	Disease	growth differentiation factor 15 (GRF-15)	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM001605
UNIPROT:P16109	Gene	ICD-11:BA41	Disease	P-selectin	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM002602
UNIPROT:P05093	Gene	ICD-11:BA80	Disease	17 alpha-hydroxylase-C17, 20-lyase	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM001282
UNIPROT:Q9UKP4	Gene	ICD-11:BA80	Disease	A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAMTS7)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM000718
UNIPROT:Q92625	Gene	ICD-11:BA80	Disease	Ankyrin repeat and SAM domain-containing protein 1A (ANKS1A)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM000787
UNIPROT:Q8N726	Gene	ICD-11:BA80	Disease	CDKN2A-CDKN2B-ANRIL	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM001051
UNIPROT:P42772	Gene	ICD-11:BA80	Disease	CDKN2A-CDKN2B-ANRIL	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM001051
UNIPROT:P09681	Gene	ICD-11:BA80	Disease	Gastric inhibitory polypeptide	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002917
UNIPROT:Q9UQQ2	Gene	ICD-11:BA80	Disease	Lymphocyte adaptor protein LNK	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002679
UNIPROT:Q9UBM1	Gene	ICD-11:BA80	Disease	Phosphatidylethanolamine N-methyltransferase	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002622
UNIPROT:Q8NBP7	Gene	ICD-11:BA80	Disease	Proprotein convertase subtilisin/kexin type 9	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002462
UNIPROT:Q5JRA6	Gene	ICD-11:BA80	Disease	Transport and Golgi organization protein 1 homolog (MIA3)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002112
UNIPROT:P05496	Gene	ICD-11:BA80	Disease	ATP synthase F(0) complex subunit C1	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002916
UNIPROT:P41159	Gene	ICD-11:BB70.1	Disease	Leptin	Calcific aortic valve stenosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BB70.1	BM001996
UNIPROT:P19429	Gene	ICD-11:BD10-BD13	Disease	Troponin I, cardiac muscle	Acute heart failure	GNBR::Md::Gene:Disease	TTD	ICD-11:BD10-BD13	BM001680
UNIPROT:Q01638	Gene	ICD-11:BD1Z	Disease	Interleukin-1 receptor-like 1 (IL1RL1)	Chronic heart failure	GNBR::Md::Gene:Disease	TTD	ICD-11:BD1Z	BM002734
