resource	label	id	name	synonyms	description	xrefs	taxid	pmids
KEGG	Pathway	KEGG:hsa00780	Biotin metabolism - Homo sapiens (human)		Biotin (vitamin H or vitamin B7) is the essential cofactor of biotin-dependent carboxylases, such as pyruvate carboxylase and acetyl-CoA carboxylase. Mammals cannot synthesize biotin, while in bacteria, fungi, and plants it is synthesized from pimelate thioester through different pathways. In E. coli and many organisms, pimelate thioester is derived from malonyl-ACP. The pathway starts with the methylation to malonyl-ACP methyl ester, followed by the fatty acid chain elongation cycle to form pimeloyl-ACP methyl ester, which is then demethylated to form pimeloyl-ACP [MD:M00572]. Pimeloyl-ACP is converted to biotin through the final four steps in the biotin bicyclic ring assembly, which are conserved among biotin-producing organisms [MD:M00123]. In B. subtilis, biotin is derived from pimeloyl-ACP formed by oxidative cleavage of long-chain acyl-ACPs [MD:M00573]. Some bacteria synthesize biotin from pimeloyl-CoA derived from pimelate [MD:M00577]. Biotin is covalently attached to biotin-dependent carboxylase by biotin protein ligase, also known as holocarboxylase synthase in mammals, to form an active holocarboxylase. After degradation of the biotinylated carboxylase into biocytin, it is further degraded by biotinidase to release free biotin, which is recycled in holocarboxylase synthesis. Biotin is catabolized by beta-oxidation of the valeric acid side chain or oxidation of sulfur in the heterocyclic ring.		9606	21437340|22965231|20693992|21435937|11368323|18838690|8763940|1445232|12368242|11320134|12039741|19319844|9022537|5775781|2180922|15601707|374979|9013576|15366932|16299174
KEGG	Pathway	KEGG:hsa00785	Lipoic acid metabolism - Homo sapiens (human)				9606	16246025|11382754|9808738|10671542|11427685|8206909|14700636|15642479|29191830|27074917|24777537|29987032|24341803|28757203|20508247|28543853|25116855|28836704|22607141|18069893|15225307|21338420|21338421
KEGG	Pathway	KEGG:hsa00790	Folate biosynthesis - Homo sapiens (human)				9606	19675644|16632608|18092812|12571226|21867484|12893295|1902669
KEGG	Pathway	KEGG:hsa00670	One carbon pool by folate - Homo sapiens (human)				9606	
KEGG	Pathway	KEGG:hsa00830	Retinol metabolism - Homo sapiens (human)				9606	16968212|17618621|11093772|17893666|16688755|16428379
KEGG	Pathway	KEGG:hsa00860	Porphyrin metabolism - Homo sapiens (human)		Porphyrins are a group of chemical compounds with the backbone ring structure consisting of four linked pyrrole units. Metal complexes of porphyrins, as well as those of corrinoids with the one-carbon shorter ring structure, play important biological roles. They include iron-containing heme, magnesium-containing chlorophyll, nickel-containing coenzyme F430 and cobalt-containing cobamide (such as vitamin B12 coenzyme) as shown in this map.		9606	9461500|10217486|10518530|11007789|12196148|12195810|12055304|11283349|17506685|16245042|23042036|23922391
KEGG	Pathway	KEGG:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)		Ubiquinone (UQ), also called coenzyme Q, and plastoquinone (PQ) are electron carriers in oxidative phosphorylation and photosynthesis, respectively. The quinoid nucleus of ubiquinone is derived from the shikimate pathway; 4-hydroxybenzoate is directly formed from chorismate in bacteria, while it can be formed from either chorismate or tyrosine in yeast. The following biosynthesis of terpenoid moiety involves reactions of prenylation, decarboxylation, and three hydroxylations alternating with three methylations. The order of these reactions are somewhat different between bacteria and yeast. Phylloquinone (vitamin K1), menaquinone (vitamin K2), and tocopherol (vitamin E) are fat-soluble vitamins. Phylloquinone is a compound present in all photosynthetic plants serving as a cofactor for photosystem I-mediated electron transport. Menaquinone is an obligatory component of the electron-transfer pathway in bacteria.		9606	12908086|14499605|11470786|12615349|12721307|18284213|17760421|17956107|18801996|12232327|11583838|14508009|16989822|12523993|16233343|21239697|23113660
KEGG	Pathway	KEGG:hsa00900	Terpenoid backbone biosynthesis - Homo sapiens (human)		Terpenoids, also known as isoprenoids, are a large class of natural products consisting of isoprene (C5) units. There are two biosynthetic pathways, the mevalonate pathway [MD:M00095] and the non-mevalonate pathway or the MEP/DOXP pathway [MD:M00096], for the terpenoid building blocks: isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). The action of prenyltransferases then generates higher-order building blocks: geranyl diphosphate (GPP), farsenyl diphosphate (FPP), and geranylgeranyl diphosphate (GGPP), which are the precursors of monoterpenoids (C10), sesquiterpenoids (C15), and diterpenoids (C20), respectively. Condensation of these building blocks gives rise to the precursors of sterols (C30) and carotenoids (C40). The MEP/DOXP pathway is absent in higher animals and fungi, but in green plants the MEP/DOXP and mevalonate pathways co-exist in separate cellular compartments. The MEP/DOXP pathway, operating in the plastids, is responsible for the formation of essential oil monoterpenes and linalyl acetate, some sesquiterpenes, diterpenes, and carotenoids and phytol. The mevalonate pathway, operating in the cytosol, gives rise to triterpenes, sterols, and most sesquiterpenes.		9606	12777052|16262699|9858571|24375100
KEGG	Pathway	KEGG:hsa00232	Caffeine metabolism - Homo sapiens (human)				9606	9705852|14977550|11393735|11544129|16333668
KEGG	Pathway	KEGG:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)				9606	19362652|19644520|17879343|15839685|12374384|16506694|18672902|18001019|18311744|18802637|17226887|17482823|12870817|15975512|17462573|18685777|19466609|21983602|23179168|17119636|26455715|25600434|27120352|21689223|18550838|25641167|24746560|26083124|23679096
KEGG	Pathway	KEGG:hsa00980	Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)				9606	12487150|10725110|10570027|10490505|15319346|15987776|9107551|4395686|15298956
KEGG	Pathway	KEGG:hsa00982	Drug metabolism - cytochrome P450 - Homo sapiens (human)				9606	16038189|18043895|16550168|16393888|11226815|10575324|9698084|11504799|10901707|12399158|18463198|12386121|10859160
KEGG	Pathway	KEGG:hsa00983	Drug metabolism - other enzymes - Homo sapiens (human)				9606	15788214|16048561|16880012|15514566|10976516|15173095|11489791|11379777|24281184|27709007|27232112|20195289|20434429|26867495|22846601|12069966|9417034|17636923
KEGG	Pathway	KEGG:hsa03020	RNA polymerase - Homo sapiens (human)				9606	10499798|10784442|19880312|18573085|31835031
KEGG	Pathway	KEGG:hsa03022	Basal transcription factors - Homo sapiens (human)				9606	16858867|12516863|19308322|10838567
KEGG	Pathway	KEGG:hsa03040	Spliceosome - Homo sapiens (human)		After transcription, eukaryotic mRNA precursors contain protein-coding exons and noncoding introns. In the following splicing, introns are excised and exons are joined by a macromolecular complex, the spliceosome. The standard spliceosome is made up of five small nuclear ribonucleoproteins (snRNPs), U1, U2, U4, U5, and U6 snRNPs, and several spliceosome-associated proteins (SAPs). Spliceosomes are not a simple stable complex, but a dynamic family of particles that assemble on the mRNA precursor and help fold it into a conformation that allows transesterification to proceed. Various spliceosome forms (e.g. A-, B- and C-complexes) have been identified.		9606	19239890|10978320|17537823|19733268
KEGG	Pathway	KEGG:hsa03010	Ribosome - Homo sapiens (human)				9606	10476961|10476960|10497122|10937989|10937990|11014182|11014183
KEGG	Pathway	KEGG:hsa00970	Aminoacyl-tRNA biosynthesis - Homo sapiens (human)				9606	18252769|15314242
KEGG	Pathway	KEGG:hsa03013	Nucleocytoplasmic transport - Homo sapiens (human)		The exchange of molecules between the nucleus and cytoplasm is mediated through nuclear pore complexes (NPCs) embedded in the nuclear envelope. The NPC is composed of highly conserved, distinct structural modules: the inner pore ring, the cytoplasmic and nuclear rings as well as the cytoplasmic filaments and the nuclear basket. Nuclear transport receptors (e.g. importins and exportins) mediate translocation of cargos through the NPC. Cargo proteins harbouring a nuclear export signal (NES) bind to exportins and Ran-GTP to form an export complex in the nucleoplasm. Nuclear export of bulk mRNA is provided by the non-karyopherin transport proteins TAP-p15 in a Ran-GTP-independent manner. Several EJC factors are known to function in mRNA export.		9606	16777596|15519698|18313922|15901496|16314458|28673770
KEGG	Pathway	KEGG:hsa03015	mRNA surveillance pathway - Homo sapiens (human)		The mRNA surveillance pathway is a quality control mechanism that detects and degrades abnormal mRNAs. These pathways include nonsense-mediated mRNA decay (NMD), nonstop mRNA decay (NSD), and no-go decay (NGD). NMD is a mechanism that eliminates mRNAs containing premature translation-termination codons (PTCs). In vertebrates, PTCs trigger efficient NMD when located upstream of an exon junction complex (EJC). Upf3, together with Upf1 and Upf2, may signal the presence of the PTC to the 5'end of the transcript, resulting in decapping and rapid exonucleolytic digestion of the mRNA. In the NSD pathway, which targets mRNAs lacking termination codons, the ribosome is believed to translate through the 3' untranslated region and stall at the end of the poly(A) tail. NSD involves an eRF3-like protein, Ski7p, which is hypothesized to bind the empty A site of the ribosome and recruit the exosome to degrade the mRNA from the 3' end. NGD targets mRNAs with stalls in translation elongation for endonucleolytic cleavage in a process involving the Dom34 and Hbs1 proteins.		9606	15040442|16723977|17183357|18158581|16715045
KEGG	Pathway	KEGG:hsa03008	Ribosome biogenesis in eukaryotes - Homo sapiens (human)		Ribosomes are the cellular factories responsible for making proteins. In eukaryotes, ribosome biogenesis involves the production and correct assembly of four rRNAs and about 80 ribosomal proteins. It requires hundreds of factors not present in the mature particle. In the absence of these proteins, ribosome biogenesis is stalled and cell growth is terminated even under optimal growth conditions. The primary pre-rRNA transcript is assembled into the 90S pre-ribosome, which contains both 40S and 60S assembly factors. Within this complex, the pre-rRNA is cleaved. pre-60S ribosomes are subjected to several sequential processing steps in the nucleoplasm involving numerous assembly intermediates before it is exported to the cytoplasm and matured into the 60S ribosomal subunit. The pre-40S ribosome is matured to the small ribosomal subunit in the cytoplasm by cleavage.		9606	20174677|17515605|19850913|15120992|19879902
KEGG	Pathway	KEGG:hsa03060	Protein export - Homo sapiens (human)		The protein export is the active transport of proteins from the cytoplasm to the exterior of the cell, or to the periplasmic compartment in Gram-negative bacteria. The sec dependent pathway is the general protein export system that transports newly synthesized proteins into or across the cell membrane. The translocation channel is formed from a conserved trimeric membrane protein complex, called the Sec61/SecY complex. The twin-arginine translocation (Tat) pathway is another protein transport system that transports folded proteins in bacteria, archaea, and chloroplasts. Many Tat systems comprise three functionally different membrane proteins, TatA, TatB, and TatC, but TatA and TatE seem to have overlapping functions, with TatA having by far the more important role.		9606	10087917|10652088|10747959|11007775|18046402|17368028|16212506|12475201|10924740|17259602|19299134|15063851
KEGG	Pathway	KEGG:hsa04141	Protein processing in endoplasmic reticulum - Homo sapiens (human)		The endoplasmic reticulum (ER) is a subcellular organelle where proteins are folded with the help of lumenal chaperones. Newly synthesized peptides enter the ER via the sec61 pore and are glycosylated. Correctly folded proteins are packaged into transport vesicles that shuttle them to the Golgi complex. Misfolded proteins are retained within the ER lumen in complex with molecular chaperones. Proteins that are terminally misfolded bind to BiP and are directed toward degradation through the proteasome in a process called ER-associated degradation (ERAD). Accumulation of misfolded proteins in the ER causes ER stress and activates a signaling pathway called the unfolded protein response (UPR). In certain severe situations, however, the protective mechanisms activated by the UPR are not sufficient to restore normal ER function and cells die by apoptosis.		9606	19491040|18023214|20347046|20219571|20112977
KEGG	Pathway	KEGG:hsa04130	SNARE interactions in vesicular transport - Homo sapiens (human)				9606	16882042|10839363|11737951|11115874|15342965|10872468|11306253|11104523|11237004|11252968|9763449|10213783|9565594|9553086|10459012|12893879|10085287|10397773|11445562|12853481|9446565|10359592|9614185|11208059|10379359|11029060|10788491|8621431|9647643|9427746|9843576|12600315|10097106|9214619|9647644|9452464|12669082|10873817|10982406|9817754|10564279|9707576|11739776|10557242|11251103|9305917|9710615|9813082|10359608|11208143|9852078|10683148|9507000|9628864|10036234|9199167|11278762|11555414|9614193|11035026|11323436|12068098|10397763
KEGG	Pathway	KEGG:hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)		Protein ubiquitination plays an important role in eukaryotic cellular processes. It mainly functions as a signal for 26S proteasome dependent protein degradation. The addition of ubiquitin to proteins being degraded is performed by a reaction cascade consisting of three enzymes, named E1 (ubiquitin activating enzyme), E2 (ubiquitin conjugating enzyme), and E3 (ubiquitin ligase). Each E3 has specificity to its substrate, or proteins to be targeted by ubiquitination. Many E3s are discovered in eukaryotes and they are classified into four types: HECT type, U-box type, single RING-finger type, and multi-subunit RING-finger type. Multi-subunit RING-finger E3s are exemplified by cullin-Rbx E3s and APC/C. They consist of a RING-finger-containing subunit (RBX1 or RBX2) that functions to bind E2s, a scaffold-like cullin molecule, adaptor proteins, and a target recognizing subunit that binds substrates.		9606	16922370|16922408|16922367|16816840|16405856|12944364|17588513
