relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid
Hetionet::DdG::Disease:Gene	granulocyte-macrophage colony-stimulating factor	Gene	ENTREZ:1437	chronic fatigue syndrome	Disease	MONDO:0005404	levels of granulocyte-macrophage colony-stimulating factor were lower in patients than controls	15642984
HSDN::has_symptom:Disease:Symptom	concentration impairment	Symptom	SYMP:0020029	long COVID	Disease	MONDO:0100233	"Over 60 physical and psychological signs and symptoms with wide prevalence were reported, most commonly weakness (41%; 95% CI 25% to 59%), general malaise (33%; 95% CI 15% to 57%), fatigue (31%; 95% CI 24% to 39%), concentration impairment (26%; 95% CI 21% to 32%) and breathlessness (25%; 95% CI 18% to 34%)."	34580069
PrimeKG::associated_with:Gene:Disease	CD26	Gene	ENTREZ:1803	ME/CFS	Disease	MONDO:0005404	"In ME/CFS patients, severe alterations of the muscle excitability, the redox status, as well as the CD26-expression level are correlated with a marked impairment of the quality-of-life."	27580693
downregulated_in	ZO-1	Gene	ENTREZ:21872	PM2.5	Compound	MESH:D052638	"The expressions of TJ (such as ZO-1 and occludin), gap junction (such as connexin43) were down-regulated significantly after PM2.5 treatment."	29179619
downregulated_in	connexin43	Gene	ENTREZ:14609	PM2.5	Compound	MESH:D052638	"The expressions of TJ (such as ZO-1 and occludin), gap junction (such as connexin43) were down-regulated significantly after PM2.5 treatment."	29179619
upregulated_in	p62	Gene	ENTREZ:18412	PM2.5	Compound	MESH:D052638	"PM2.5 simultaneously increased the number of autophagosomes and the levels of autophagy marker LC3-II and p62, suggesting that the accumulated autophagosomes resulted from impaired autophagy degradation. Moreover, the expressions of HO-1 levels remarkably increased and expression levels of Gpx and SOD were significantly decreased after PM2.5 exposure."	29179619
INTACT::ASSOCIATION::Compound:Gene	S100A8	Gene	ENTREZ:6279	Dexamethasone	Compound	DrugBank:DB01234	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	SOD1	Gene	ENTREZ:6647	Palmitic Acid	Compound	DrugBank:DB03796	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	SOD1	Gene	ENTREZ:6647	Calcium	Compound	DrugBank:DB01373	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	S100A9	Gene	ENTREZ:6280	Calcium	Compound	DrugBank:DB01373	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	S100A8	Gene	ENTREZ:6279	Calcium	Compound	DrugBank:DB01373	 TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	CXCL8	Gene	ENTREZ:3576	Copper	Compound	DrugBank:DB09130	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	EGF	Gene	ENTREZ:1950	Copper	Compound	DrugBank:DB09130	 TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Metformin	Compound	DrugBank:DB00331	"Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Fenofibrate	Compound	DrugBank:DB01039	" Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Naltrexone	Compound	DrugBank:DB00704	"Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493
INTACT::ASSOCIATION::Compound:Gene	SERPINE1	Gene	ENTREZ:5054	Copper	Compound	DrugBank:DB09130	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
Hetionet::DpS::Disease:Symptom	long COVID	Disease	MONDO:0100233	Chills	Symptom	SYMP:0019174	"TABLE 3 Comparison of symptoms, ME/CFS, and Long COVID."	37342500
Hetionet::DlA::Disease:Anatomy	lungs	Anatomy	MESH:D008168	long COVID	Disease	MONDO:0100233	"Postacute sequelae of SARS-CoV-2 infection (PASC) include injury to the lungs, heart, kidneys, and brain that may produce a variety of symptoms."	34175230
Hetionet::DpS::Disease:Symptom	long COVID	Disease	MONDO:0100233	Orthostatic Intolerance	Symptom	MESH:D054971	"These symptoms include fatigue, cognitive problems, headaches, disrupted sleep, myalgias and arthralgias, post-exertional malaise, orthostatic intolerance, tachyarrhythmias and gastrointestinal complaints such as diarrhea."	37342500
GNBR::T::Compound:Disease	Pulmonary Fibrosis	Disease	MONDO:0002771	Acetylcholine	Compound	DrugBank:DB03128	"TABLE 2 An overview of the symptoms, main pathophysiology, and potential interventions of the five proposed subtypes of the postCOVID‐19 syndrome (PCS)"	34888989
reduced_by	cerebral blood flow	BiologicalProcess	GO:0120275	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Overall, controls had higher BOLD signals suggesting reduced global cerebral blood flow in ME/CFS."	34975370
treats	water-soluble B vitamins	Compound	MESH:D014803	folate-mediated one-carbon metabolism (FOCM)	Pathway	KEGG:hsa01200	It is hoped that this review will allow the reader to better understand the role of FOCM in the development and treatment of clinical disease states that may be associated with impaired FOCM and how to restore a more normal functional role for FOCM through improved nutrition and/or restoring the essential water-soluble B vitamins through oral supplementation.	35056324
reduced_by	cerebral blood flow (CBF)	BiologicalProcess	GO:0120275	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"In ME/CFS patients with orthostatic intolerance symptoms, cardiac output and CBF are significantly reduced during a tilt test."	35056360
downregulated_in	occludin	Gene	ENTREZ:18260	PM2.5	Compound	MESH:D052638	"The expressions of TJ (such as ZO-1 and occludin), gap junction (such as connexin43) were down-regulated significantly after PM2.5 treatment."	29179619
upregulated_in	LC3-II	Gene	ENTREZ:66734	PM2.5	Compound	MESH:D052638	"PM2.5 simultaneously increased the number of autophagosomes and the levels of autophagy marker LC3-II and p62, suggesting that the accumulated autophagosomes resulted from impaired autophagy degradation. Moreover, the expressions of HO-1 levels remarkably increased and expression levels of Gpx and SOD were significantly decreased after PM2.5 exposure."	29179619
reduced_by	SOD	Gene	ENTREZ:20655	PM2.5	Compound	MESH:D052638	"PM2.5 simultaneously increased the number of autophagosomes and the levels of autophagy marker LC3-II and p62, suggesting that the accumulated autophagosomes resulted from impaired autophagy degradation. Moreover, the expressions of HO-1 levels remarkably increased and expression levels of Gpx and SOD were significantly decreased after PM2.5 exposure."	29179619
associated_with	testicular functions and reproduction	Disease	MONDO:0002329	PM2.5	Compound	MESH:D052638	PM2.5 is known to impair testicular functions and reproduction.	29179619
associated_with	kidney	Anatomy	MESH:D007668	PM2.5	Compound	MESH:D052638	Accumulating evidence suggests that PM2.5 (particulate matter with a diameter less than 2.5 μm) is associated with increased risk of kidney disease	34884542
induced_by	PM2.5	Compound	MESH:D052638	membranous nephropathy (MN)	Disease	MONDO:0005376	PM2.5 is associated closely with an increased risk of membranous nephropathy (MN)	32013860
increased_by	NF-κB/p65	Gene	ENTREZ:4790	PM2.5	Compound	MESH:D052638	"Our data showed that PM2.5 treatment significantly increased the disorganization of F-actin stress fibers, the damaged structural integrity of nucleus, the deranged and dissociated cytoskeleton in podocytes, increased the podocytes apoptosis rate, the levels of MDA and LDH, markedly up-regulated the protein expression of Bax, NF-κB/p65 and p-IκBα, down-regulated the protein expression of nephrin, podocin and Bcl-2"	32013860
reduced_by	nephrin	Gene	ENTREZ:4868	PM2.5	Compound	MESH:D052638	"Our data showed that PM2.5 treatment significantly increased the disorganization of F-actin stress fibers, the damaged structural integrity of nucleus, the deranged and dissociated cytoskeleton in podocytes, increased the podocytes apoptosis rate, the levels of MDA and LDH, markedly up-regulated the protein expression of Bax, NF-κB/p65 and p-IκBα, down-regulated the protein expression of nephrin, podocin and Bcl-2"	32013860
reduced_by	Bcl-2	Gene	ENTREZ:596	PM2.5	Compound	MESH:D052638	"Our data showed that PM2.5 treatment significantly increased the disorganization of F-actin stress fibers, the damaged structural integrity of nucleus, the deranged and dissociated cytoskeleton in podocytes, increased the podocytes apoptosis rate, the levels of MDA and LDH, markedly up-regulated the protein expression of Bax, NF-κB/p65 and p-IκBα, down-regulated the protein expression of nephrin, podocin and Bcl-2"	32013860
INTACT::ASSOCIATION::Compound:Gene	BCL2	Gene	ENTREZ:596	Copper	Compound	DrugBank:DB09130	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
downregulated_in	SYN 1	Gene	ENTREZ:20964	O3	Compound	DrugBank:DB12510	"The results showed an aggravated risk of autism in mice offspring, which was embodied in decreased antioxidant contents, disturbed energy generation in mitochondria, as well as reduced expressions of protein kinase Mζ (PKMζ) and synaptic proteins [e.g., Synapsin 1 (SYN 1), postsynaptic density protein-95 (PSD-95)]."	37676697
downregulated_in	PKMζ	Gene	ENTREZ:18746	O3	Compound	DrugBank:DB12510	"The results showed an aggravated risk of autism in mice offspring, which was embodied in decreased antioxidant contents, disturbed energy generation in mitochondria, as well as reduced expressions of protein kinase Mζ (PKMζ) and synaptic proteins [e.g., Synapsin 1 (SYN 1), postsynaptic density protein-95 (PSD-95)]."	37676697
reduced_by	Gpx	Gene	ENTREZ:14775	PM2.5	Compound	MESH:D052638	"PM2.5 simultaneously increased the number of autophagosomes and the levels of autophagy marker LC3-II and p62, suggesting that the accumulated autophagosomes resulted from impaired autophagy degradation. Moreover, the expressions of HO-1 levels remarkably increased and expression levels of Gpx and SOD were significantly decreased after PM2.5 exposure."	29179619
GNBR::Md::Gene:Disease	IgM	Gene	ENTREZ:959	long COVID	Disease	MONDO:0100233	"We discover an immunoglobulin (Ig) signature, based on total IgM and IgG3 levels, which - combined with age, history of asthma bronchiale, and five symptoms during primary infection - is able to predict the risk of PACS independently of timepoint of blood sampling."	35078982
Hetionet::DuG::Disease:Gene	ATP synthase subunit beta (ATPB)	Gene	ENTREZ:506	Chronic fatigue syndrome (CFS)	Disease	MONDO:0005404	Results for ATPB and ACON confirmed their upregulation in CFS.	27676445
increased_by	HO-1	Gene	ENTREZ:15368	PM2.5	Compound	MESH:D052638	"PM2.5 simultaneously increased the number of autophagosomes and the levels of autophagy marker LC3-II and p62, suggesting that the accumulated autophagosomes resulted from impaired autophagy degradation. Moreover, the expressions of HO-1 levels remarkably increased and expression levels of Gpx and SOD were significantly decreased after PM2.5 exposure."	29179619
GNBR::Md::Gene:Disease	IgG3	Gene	ENTREZ:3502	long COVID	Disease	MONDO:0100233	"We discover an immunoglobulin (Ig) signature, based on total IgM and IgG3 levels, which - combined with age, history of asthma bronchiale, and five symptoms during primary infection - is able to predict the risk of PACS independently of timepoint of blood sampling."	35078982
associated_with	CIT	Disease	MONDO:0002049	total bilirubin (Tbil)	Metabolite	HMDB:HMDB0000054	"The multivariate analysis showed that AST level, AST/ALT ratio, and total bilirubin (Tbil), white blood cell (WBC), platelet (PLT), hemoglobin (Hb) levels were significantly associated with the risk of CIT"	36345528
downregulated_in	carboplatin	Compound	DrugBank:DB00958	JAK2/STAT3	Pathway	WikiPathways:WP2593	"These results showed that the thrombopoiesis might be interfered through the downregulation of JAK2/STAT3 pathway by carboplatin in CIT, and the fact that exogenous TPO supplement cannot reactivate this pathway"	35682967
Hetionet::DrD::Disease:Disease	Orthostatic intolerance	Disease	MONDO:0011479	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	Orthostatic intolerance (OI) is a core diagnostic criterion in myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).	37303862
INTACT::ASSOCIATION::Compound:Gene	HMGB1	Gene	ENTREZ:3146	Copper	Compound	DrugBank:DB09130	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
associated_with	redox status	BiologicalProcess	GO:0009455	ME/CFS	Disease	MONDO:0005404	"In ME/CFS patients, severe alterations of the muscle excitability, the redox status, as well as the CD26-expression level are correlated with a marked impairment of the quality-of-life."	27580693
INTACT::ASSOCIATION::Compound:Gene	B2M	Gene	ENTREZ:567	Copper	Compound	DrugBank:DB09130	 TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
INTACT::ASSOCIATION::Compound:Gene	S100A8	Gene	ENTREZ:6279	Copper	Compound	DrugBank:DB09130	TABLE 6 Prediction of top 10 candidate drugs for Long COVID and ME/CFS.	36189286
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Hydrocortisone	Compound	DrugBank:DB00741	Low levels of cortisol have also been reported for myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) and treatment with hydrocortisone is reported to elicit modest improvement in symptoms.	35982667
GNBR::Pa::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Folic acid	Compound	DrugBank:DB00158	Patients with ME/CFS respond positively to oral folic acid.	35056324
reduced_by	StAR	Gene	ENTREZ:20845	PM2.5	Compound	MESH:D052638	"Notably, the levels of testosterone biosynthesis related genes, StAR, P450scc, P450arom, ER and FSHR were significantly decreased with CAP exposure."	31799077
GNBR::Md::Gene:Disease	transient receptor potential melastatin 3 (TRPM3)	Gene	ENTREZ:80036	ME/CFS	Disease	MONDO:0005404	"Collectively, these findings validate that TRPM3 loss of function results in altered Ca2+ influx supporting the growing evidence that ME/CFS is a TRP ion channel disorder and that NTX provides a potential therapeutic intervention for ME/CFS."	35172836
