relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmids	resource
BioMedGPS::AssociatedWith::Metabolite:Disease	pyruvate	Metabolite	HMDB:HMDB0254610	Chronic fatigue syndrome (CFS)	Disease	MONDO:0005404	"The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls, yielding area under the receiver operating characteristic curve values of 0.801 (95% confidential interval [CI]: 0.711-0.890, P < 0.0001) and 0.750 (95% CI: 0.584-0.916, P = 0.0069) for training (n = 93) and validation (n = 40) datasets, respectively."	27725700	CustomKB
BioMedGPS::AssociatedWith::Metabolite:Pathway	homocysteine	Metabolite	HMDB:HMDB0000742	folate-mediated one-carbon metabolism (FOCM)	Pathway	KEGG:hsa01200	"Importantly, elevated homocysteine may be considered a biomarker for impaired FOCM, which is known to result in increased oxidative-redox stress."	35056324	CustomKB
BioMedGPS::AssociatedWith::MolecularFunction:Symptom	histamine	MolecularFunction	GO:0031964	allergic	Symptom	SYMP:0000900	"These include neuromuscular limitations that could be treated with manual forms of therapy, orthostatic intolerance and POTS for which there are multiple medications and non-pharmacologic therapies, treatable allergic and mast cell phenomena, and neurologic abnormalities that may require specific treatment."	33996867	CustomKB
BioMedGPS::AssociatedWith::Pathway:BiologicalProcess	glycolysis	Pathway	KEGG:hsa00010	CD8+ T cell	BiologicalProcess	GO:0036037	"Both CD4+ and CD8+ T cells from patients with ME/CFS had reduced glycolysis at rest, whereas CD8+ T cells also had reduced glycolysis following activation."	31830003	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	sphingolipid	Pathway	KEGG:hsa00600	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	phospholipid	Pathway	KEGG:hsa00564	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	cholesterol	Pathway	REACT:R-HSA-191273	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	purine	Pathway	KEGG:hsa00230	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	pyrroline-5-carboxylate	Pathway	KEGG:hsa_M00015	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	riboflavin	Pathway	KEGG:hsa00740	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	mitochondrial metabolism	Pathway	REACT:R-HSA-1592230	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	branch chain amino acid	Pathway	KEGG:hsa00290	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	peroxisomal	Pathway	REACT:R-HSA-390918	CFS	Disease	MONDO:0005404	Patients with CFS showed abnormalities in 20 metabolic pathways.	27573827	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	tricarboxylic acid (TCA)	Pathway	KEGG:hsa00020	CFS	Disease	MONDO:0005404	CFS patients exhibited significant differences in intermediate metabolite concentrations in the tricarboxylic acid (TCA) and urea cycles.	27725700	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	urea cycles	Pathway	KEGG:hsa00020	CFS	Disease	MONDO:0005404	CFS patients exhibited significant differences in intermediate metabolite concentrations in the tricarboxylic acid (TCA) and urea cycles.	27725700	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	kynurenine pathway	Pathway	KEGG:hsa00380	ME/CFS	Disease	MONDO:0005404	"In addition, this pathway has been shown to mediate immune response and neuroinflammation through its metabolites. This review, we will discuss the pathology and management of ME/CFS and provide evidence pertaining KP abnormalities and symptoms that are classic characteristics of ME/CFS."	35821534	CustomKB
BioMedGPS::AssociatedWith::Pathway:Disease	sphingolipid	Pathway	REACT:R-MMU-428157	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Patients with CFS showed abnormalities in 20 metabolic pathways. Eighty percent of the diagnostic metabolites were decreased, consistent with a hypometabolic syndrome. Pathway abnormalities included sphingolipid, phospholipid, purine, cholesterol, microbiome, pyrroline-5-carboxylate, riboflavin, branch chain amino acid, peroxisomal, and mitochondrial metabolism."	27573827	CustomKB
BioMedGPS::biomarker::Metabolite:Disease	ornithine/citrulline	Metabolite	HMDB:HMDB0000214	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
BioMedGPS::biomarker::Metabolite:Disease	pyruvate/isocitrate	Metabolite	HMDB:HMDB0011111	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
BioMedGPS::biomarker::Metabolite:Disease	ornithine	Metabolite	HMDB:HMDB0000214	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
BioMedGPS::biomarker::Metabolite:Disease	pyruvate	Metabolite	HMDB:HMDB0011111	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
BioMedGPS::biomarker::Metabolite:Disease	citrulline	Metabolite	HMDB:HMDB0000904	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
BioMedGPS::biomarker::Metabolite:Disease	isocitrate	Metabolite	HMDB:HMDB0304324	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
BioMedGPS::E-::Compound:Gene	reactive oxygen species (ROS)	Compound	MESH:D017382	ATG13	Gene	ENTREZ:9776	"ME/CFS patients evoke the production of reactive oxygen species (ROS) and nitric oxide in human HMC3 microglial cells, whereas neutralization of ATG13 strongly diminishes the production of ROS and NO, suggesting that ATG13 plays a role in the observed stress response in microglial cells."	35487443	CustomKB
BioMedGPS::E-::Compound:Gene	nitric oxide	Compound	DrugBank:DB00435	ATG13	Gene	ENTREZ:9776	"ME/CFS patients evoke the production of reactive oxygen species (ROS) and nitric oxide in human HMC3 microglial cells, whereas neutralization of ATG13 strongly diminishes the production of ROS and NO, suggesting that ATG13 plays a role in the observed stress response in microglial cells."	35487443	CustomKB
BioMedGPS::E-::Disease:Gene	circulating interleukin (IL)-16	Gene	ENTREZ:3603	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"We observed highly significant reductions in the concentration of circulating interleukin (IL)-16, IL-7, and Vascular Endothelial Growth Factor A (VEGF-A) in ME/CFS patients."	26615570	CustomKB
BioMedGPS::E-::Disease:Gene	IL-10	Gene	ENTREZ:3586	CFS/ME	Disease	MONDO:0005404	"A significant decrease was observed at T2 in the CFS/ME group for IL-10 and IL-17A while at T3, IL-2 was increased in the CFS/ME group in comparison to the non-fatigued controls."	22571715	CustomKB
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	CXCL8	Gene	ENTREZ:3576	Dexamethasone	Compound	DrugBank:DB01234	The results showed that phorbol 12-myristate 13-acetate (CTD 00006852) and dexamethasone (CTD 00005779) are the two drug molecules that interacted with most genes.	36189286	CustomKB
DRUGBANK::treats::Compound:Disease	valacyclovir	Compound	DrugBank:DB00577	CFS	Disease	MONDO:0005404	CFS patients were treated with valacyclovir (14.3 mg/kg q6h) for ≥ 12 months.	23155374	CustomKB
DRUGBANK::treats::Compound:Disease	water-soluble B vitamins	Compound	MESH:D014803	folate-mediated one-carbon metabolism (FOCM)	Pathway	KEGG:hsa01200	It is hoped that this review will allow the reader to better understand the role of FOCM in the development and treatment of clinical disease states that may be associated with impaired FOCM and how to restore a more normal functional role for FOCM through improved nutrition and/or restoring the essential water-soluble B vitamins through oral supplementation.	35056324	CustomKB
DRUGBANK::treats::Compound:Disease	Naltrexone hydrochloride (NTX)	Compound	DrugBank:DB00704	TRPM3-dependent Ca2+ influx	BiologicalProcess	GO:0070509	TRPM3-dependent Ca2+ influx was restored in ME/CFS patients following overnight treatment of isolated NK cells with NTX in vitro.	35172836	CustomKB
DRUGBANK::treats::Compound:Disease	nicotinamide adenine dinucleotide (NAD+)	Metabolite	HMDB:HMDB0002012	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Hyperactivation of the KP, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS."	35656104	CustomKB
DRUGBANK::treats::Compound:Disease	anhydrous enol oxaloacetate	Compound	DrugBank:DB02637	physical and metal fatigue	Symptom	SYMP:0019177	Significant reductions in physical and metal fatigue for ME/CFS and Long-COVID patients were seen after 6 weeks of treatment.	35764955	CustomKB
DRUGBANK::treats::Compound:Disease	B-cell depletion with rituximab	Compound	DrugBank:DB00073	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"Consistently, clinical trials from Norway have shown that B-cell depletion with rituximab results in clinical benefits in about half of ME/CFS patients."	29635081	CustomKB
GNBR::A-::Compound:Gene	etanercept	Compound	DrugBank:DB00005	TNF	Gene	ENTREZ:7124	"While too large to negotiate the blood-brain barrier effectively, the specific anti-TNF biological, etanercept, shows promise when administered by the perispinal route, which allows it to bypass this obstruction."	35174650	CustomKB
GNBR::J::Compound:Disease	Aflatoxin (AF)	Compound	MESH:C012170	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Mold distributions (OTA, AF, and GT) in the urinalysis all demonstrated right skewness, while the distribution of age of ME/CFS patients diagnosed showed no deviation from normality."	35206241	CustomKB
GNBR::J::Compound:Disease	Ochratoxin A (OTA)	Compound	MESH:C025589	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Mold distributions (OTA, AF, and GT) in the urinalysis all demonstrated right skewness, while the distribution of age of ME/CFS patients diagnosed showed no deviation from normality."	35206241	CustomKB
GNBR::J::Compound:Disease	Gliotoxin (GT)	Compound	MESH:D005912	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Mold distributions (OTA, AF, and GT) in the urinalysis all demonstrated right skewness, while the distribution of age of ME/CFS patients diagnosed showed no deviation from normality."	35206241	CustomKB
GNBR::J::Compound:Disease	reactive oxygen species (ROS)	Compound	MESH:D017382	ME/CFS	Disease	MONDO:0005404	"ME/CFS patients evoke the production of reactive oxygen species (ROS) and nitric oxide in human HMC3 microglial cells, whereas neutralization of ATG13 strongly diminishes the production of ROS and NO, suggesting that ATG13 plays a role in the observed stress response in microglial cells."	35487443	CustomKB
GNBR::J::Compound:Disease	nitric oxide	Compound	DrugBank:DB00435	ME/CFS	Disease	MONDO:0005404	"ME/CFS patients evoke the production of reactive oxygen species (ROS) and nitric oxide in human HMC3 microglial cells, whereas neutralization of ATG13 strongly diminishes the production of ROS and NO, suggesting that ATG13 plays a role in the observed stress response in microglial cells."	35487443	CustomKB
GNBR::J::Compound:Disease	long COVID	Disease	MONDO:0100233	Inhibitor of P38 Kinase	Compound	DrugBank:DB01953	"Here, we propose a description of the pathophysiology of the Long COVID presentation based on inflammatory cytokine cascades and the p38 MAP kinase signaling pathways that regulate cytokine production."	37064029	CustomKB
GNBR::J::Compound:Disease	Hyperhomocysteinemia	Disease	MONDO:0004743	Homocysteine	Compound	DrugBank:DB04422	 Long COVID may be associated with an elevation of the biomarker homocysteine(Hcy) with resulting hyperhomocysteinemia (HHcy).	35056324	CustomKB
GNBR::J::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Vitamin E	Compound	DrugBank:DB00163	" In relation to the long COVID-19 problem, it was reported that a low level of serum alpha-tocopherol(Vitamin E) improved during the remission phase, as compared to the exacerbation phase, in patients with chronic fatigue syndrome."	35454144	CustomKB
GNBR::J::Compound:Disease	long COVID	Disease	MONDO:0100233	Vitamin E	Compound	DrugBank:DB00163	" In relation to the long COVID-19 problem, it was reported that a low level of serum alpha-tocopherol(Vitamin E) improved during the remission phase, as compared to the exacerbation phase, in patients with chronic fatigue syndrome."	35454144	CustomKB
GNBR::J::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Magnesium	Compound	DrugBank:DB14513	Latent magnesium deficiency is associated with myalgic encephalomyelitis/chronic fatigue syndrome(ME/CFS).	35454144	CustomKB
GNBR::J::Gene:Disease	COVID-19	Disease	MONDO:0100096	S100A12	Gene	ENTREZ:6283	"For example, using proteomics profiling, we have found that high systemic levels of S100A12 strongly correlated with the severity of COVID-19."	35105985	CustomKB
