source_id	ttd_source_id	source_name	target_id	target_name	ttd_target_id	source_type	target_type	relation_type	resource
SYMBOL:	T06320		ICD-11:GB61	Chronic kidney disease	ICD-11:GB61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AGXT	T06365	AGXT	ICD-11:5C51	Inborn carbohydrate metabolism error	ICD-11:5C51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRKCA	T06413	PRKCA	ICD-11:2C25	Lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IFNAR2	T06421	IFNAR2	ICD-11:2C90	Renal cell carcinoma	ICD-11:2C90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T06438		ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T06446		ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYP2A6	T06455	CYP2A6	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NCL	T06475	NCL	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL17F	T06542	IL17F	ICD-11:FA21	Psoriatic arthritis	ICD-11:FA21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CA6	T06569	CA6	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CGB3	T06575	CGB3	ICD-11:2C94	Bladder cancer	ICD-11:2C94	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL18	T06671	IL18	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIV gp41	T06770	HIV gp41	ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL23A	T06841	IL23A	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GHRL	T06850	GHRL	ICD-11:5A10	Diabetes mellitus	ICD-11:5A10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDGFA	T06869	PDGFA	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCR4	T06955	CCR4	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:POLB	T06958	POLB	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CMV IE2 mRNA	T07035	CMV IE2 mRNA	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADCYAP1	T07045	ADCYAP1	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC5A5	T07063	SLC5A5	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HPD	T07137	HPD	ICD-11:1C80	Viral encephalitis	ICD-11:1C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NTRK1	T07173	NTRK1	ICD-11:2C27	Thymoma	ICD-11:2C27	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAP4K2	T07191	MAP4K2	ICD-11:2C60-2C6Y	Breast cancer	ICD-11:2C60-2C6Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PIM2	T07279	PIM2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACKR1	T07289	ACKR1	ICD-11:1F40-1F45	Malaria	ICD-11:1F40-1F45	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FLT4	T07303	FLT4	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T07341		ICD-11:N.A.	Reversal of the anticoagulant effects of dabigatran	ICD-11:N.A.	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MSMB	T07374	MSMB	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NOTCH1	T07394	NOTCH1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AGER	T07400	AGER	ICD-11:BA20-BA21	Hypotension	ICD-11:BA20-BA21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGA4-ITGB7	T07403	ITGA4-ITGB7	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MASP2	T07448	MASP2	ICD-11:MF8Y	Urinary system clinical sympton	ICD-11:MF8Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RSV F	T07485	RSV F	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MYH7	T07507	MYH7	ICD-11:9B70	Inherited retinal dystrophy	ICD-11:9B70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:APOB	T07533	APOB	ICD-11:5C80	Hyper-lipoproteinaemia	ICD-11:5C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYC1-MT-CYB	T07569	CYC1-MT-CYB	ICD-11:1F40-1F45	Malaria	ICD-11:1F40-1F45	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:USP13	T07584	USP13	ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CAMLG	T07601	CAMLG	ICD-11:8C70	Muscular dystrophy	ICD-11:8C70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:S	T07601	S	ICD-11:8C70	Muscular dystrophy	ICD-11:8C70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDE5A	T07663	PDE5A	ICD-11:MB47	Tonus and reflex abnormality	ICD-11:MB47	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR1B	T07806	HTR1B	ICD-11:MB47	Tonus and reflex abnormality	ICD-11:MB47	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T07816		ICD-11:1F54	Leishmaniasis	ICD-11:1F54	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T07861		ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T07893		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LILRB2	T07931	LILRB2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EPO	T07958	EPO	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TARDBP	T08014	TARDBP	ICD-11:8B11	Cerebral ischaemic stroke	ICD-11:8B11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CFP	T08029	CFP	ICD-11:3A51	Sickle-cell disorder	ICD-11:3A51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LRRK2	T08123	LRRK2	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TRPV6	T08133	TRPV6	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FANCA	T08139	FANCA	ICD-11:3A70	Aplastic anaemia	ICD-11:3A70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IFNA5	T08156	IFNA5	ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD74	T08231	CD74	ICD-11:2A82	Mature B-cell leukaemia	ICD-11:2A82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GZMB	T08298	GZMB	ICD-11:BD50	Aneurysm/dissection	ICD-11:BD50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD79B	T08306	CD79B	ICD-11:2A85	Mature B-cell lymphoma	ICD-11:2A85	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDK12	T08326	CDK12	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC23A2	T08378	SLC23A2	ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T08383		ICD-11:MB21	Cognition symptoms/signs/clinical sympton	ICD-11:MB21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:JAK2	T08391	JAK2	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T08441		ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NLRP3	T08499	NLRP3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:THBD	T08583	THBD	ICD-11:3B20	Disseminated intravascular coagulation	ICD-11:3B20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Asperg M2DH	T08735	Asperg M2DH	ICD-11:GB60-GB6Z	Kidney failure	ICD-11:GB60-GB6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T08743		ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MMP8	T08856	MMP8	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Plasm TRAP	T08884	Plasm TRAP	ICD-11:1F40-1F45	Malaria	ICD-11:1F40-1F45	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MC2R	T08898	MC2R	ICD-11:5A74	Adrenocortical insufficiency	ICD-11:5A74	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GABRG2	T08910	GABRG2	ICD-11:8A04	Tremor-related disorder	ICD-11:8A04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACACB	T08922	ACACB	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Cory mTOX	T09005	Cory mTOX	ICD-11:1C1C	Meningococcal disease	ICD-11:1C1C	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EV VP35 mRNA	T09037	EV VP35 mRNA	ICD-11:1D60	Filovirus disease	ICD-11:1D60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TPBG	T09058	TPBG	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL10	T09092	IL10	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T09130		ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T09227		ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T09347		ICD-11:6D71	Mild neurocognitive disorder	ICD-11:6D71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KCNJ10	T09423	KCNJ10	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EGR1	T09483	EGR1	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:APOB	T09507	APOB	ICD-11:5C80	Hyper-lipoproteinaemia	ICD-11:5C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CXCR5	T09528	CXCR5	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ALPL	T09538	ALPL	ICD-11:EC40	Pseudoxanthoma elasticum	ICD-11:EC40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MCHR1	T09572	MCHR1	ICD-11:BC81	Supraventricular tachyarrhythmia	ICD-11:BC81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T09756		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TOP1	T09826	TOP1	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AGTR2	T09909	AGTR2	ICD-11:1E91	Zoster	ICD-11:1E91	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T09937		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCR5	T09960	CCR5	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCNE1	T10052	CCNE1	ICD-11:2D02	Retina cancer	ICD-11:2D02	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RHO	T10091	RHO	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FSHB	T10092	FSHB	ICD-11:GB04	Male infertility	ICD-11:GB04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PTPRS	T10147	PTPRS	ICD-11:FB85	Bone paget disease	ICD-11:FB85	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD4	T10191	CD4	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T10249		ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDE4B	T10265	PDE4B	ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T10339		ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T10362		ICD-11:1F6A	Onchocerciasis	ICD-11:1F6A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PLD2	T10383	PLD2	ICD-11:3B10	Coagulation defect	ICD-11:3B10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T10445		ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:F12	T10482	F12	ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACKR3	T10491	ACKR3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGB2	T10513	ITGB2	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DNM2	T10592	DNM2	ICD-11:8C72	Congenital myopathy	ICD-11:8C72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NPY2R	T10670	NPY2R	ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HDC	T10735	HDC	ICD-11:1F28-1G0Z	Skin and skin-structure infection	ICD-11:1F28-1G0Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BMP6	T10762	BMP6	ICD-11:3A90	Acute disease anaemia	ICD-11:3A90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDK8	T10822	CDK8	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AFP	T10828	AFP	ICD-11:2C12	Liver cancer	ICD-11:2C12	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD38	T10877	CD38	ICD-11:MF8Y	Urinary system clinical sympton	ICD-11:MF8Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SCD	T10897	SCD	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MDM2	T10937	MDM2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SELP	T10965	SELP	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL1RL2	T10988	IL1RL2	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IFNW1	T11005	IFNW1	ICD-11:1E50-1E51	Hepatitis virus infection	ICD-11:1E50-1E51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CRHR2	T11011	CRHR2	ICD-11:BD10-BD1Z	Heart failure	ICD-11:BD10-BD1Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T11069		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR1D	T11072	HTR1D	ICD-11:5A60-5A61	Pituitary gland disorder	ICD-11:5A60-5A61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T11164		ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AR	T11211	AR	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:S1PR3	T11241	S1PR3	ICD-11:2C60-2C6Y	Breast cancer	ICD-11:2C60-2C6Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSPB1	T11253	HSPB1	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSPD1	T11283	HSPD1	ICD-11:5A10	Diabetes mellitus	ICD-11:5A10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ABCC1	T11288	ABCC1	ICD-11:FA25	Gout	ICD-11:FA25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCL2	T11309	CCL2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CTSK	T11388	CTSK	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADRA2A	T11448	ADRA2A	ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TLR9	T11451	TLR9	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GIP	T11453	GIP	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACAT1	T11487	ACAT1	ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC7A11	T11615	SLC7A11	ICD-11:6B25	Body-focused behaviour disorder	ICD-11:6B25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL31	T11701	IL31	ICD-11:EC91	Prurigo	ICD-11:EC91	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T11754		ICD-11:6B04	Social anxiety disorder	ICD-11:6B04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T11822		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VKORC1	T11843	VKORC1	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KCNN1	T11911	KCNN1	ICD-11:8B42	Myelopathy	ICD-11:8B42	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:F13B	T11947	F13B	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAN2B1	T12059	MAN2B1	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAN2B2	T12059	MAN2B2	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAN2C1	T12059	MAN2C1	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACVR1	T12091	ACVR1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAGEA4	T12097	MAGEA4	ICD-11:2B5A	Synovial sarcoma	ICD-11:2B5A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CRY1	T12108	CRY1	ICD-11:2C60-2C6Y	Breast cancer	ICD-11:2C60-2C6Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SCN9A	T12119	SCN9A	ICD-11:8B82	Trigeminal nerve disorder	ICD-11:8B82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MycB ddl	T12187	MycB ddl	ICD-11:6B20	Obsessive-compulsive disorder	ICD-11:6B20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T12189		ICD-11:CA22	Chronic obstructive pulmonary disease	ICD-11:CA22	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HPV E2 mRNA	T12279	HPV E2 mRNA	ICD-11:1A9Y-1A9Z	Sexually transmitted infection	ICD-11:1A9Y-1A9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCND1	T12355	CCND1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T12427		ICD-11:BA00-BE2Z	Cardiovascular disease	ICD-11:BA00-BE2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GNRHR	T12475	GNRHR	ICD-11:2E86	Uterine fibroid	ICD-11:2E86	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LCK	T12499	LCK	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PI4KB	T12541	PI4KB	ICD-11:1D6Y	Zoonotic viral disease	ICD-11:1D6Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VCP	T12646	VCP	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T12719		ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRKCA	T12808	PRKCA	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DMD	T12909	DMD	ICD-11:8C70	Muscular dystrophy	ICD-11:8C70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TNNC1	T12966	TNNC1	ICD-11:BB01	Pulmonary hypertension	ICD-11:BB01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SDC1	T13017	SDC1	ICD-11:2A83	Multiple myeloma	ICD-11:2A83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PTPN11	T13057	PTPN11	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CSNK1A1	T13075	CSNK1A1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FNTB	T13127	FNTB	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FNTA	T13127	FNTA	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
