source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
NCBIGENE:735	Gene	HGNC:1358	CARBENOXOLONE	Compound	NCIT:C63669	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GABRA6	Gene	HGNC:4080	QUAZEPAM	Compound	RXCUI:35185	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:21	Gene	HGNC:33	I-ABOPX	Compound	iuphar.ligand:446	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:291	Gene	HGNC:10990	DCG-IV	Compound	iuphar.ligand:1377	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1630	Gene	HGNC:2701	MARIMASTAT	Compound	NCIT:C1652	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2B	Gene	HGNC:5294	PRX-08066	Compound	DrugBank:DB05607	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PRKCG	Gene	HGNC:9402	GSK-690693	Compound	DrugBank:DB12745	DGIDB::INHIBITOR::Gene:Compound	DGIDB
DRD2	Gene	HGNC:3023	DOMPERIDONE	Compound	RXCUI:3626	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1633	Gene	HGNC:2704	TP0556351	Compound	iuphar.ligand:12057	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:582	Gene	HGNC:966	AFT-II	Compound	iuphar.ligand:2613	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:21	Gene	HGNC:33	MSX-2	Compound	iuphar.ligand:5610	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:278	Gene	HGNC:476	FINGOLIMOD-PHOSPHATE	Compound	iuphar.ligand:2924	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1937	Gene	HGNC:3213	NIK INHIBITOR 12F	Compound	iuphar.ligand:10947	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1012	Gene	HGNC:1753	KETANSERIN	Compound	RXCUI:6131	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:293	Gene	HGNC:10992	MPEP	Compound	iuphar.ligand:1426	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:2379	Gene	HGNC:3891	COMPOUND 11 [PMID: 16413183]	Compound	iuphar.ligand:8493	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:3248	Gene	HGNC:5154	DALCETRAPIB	Compound	NCIT:C81529	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TUBA3C	Gene	HGNC:12408	KOS-1584	Compound	DrugBank:DB05903	DGIDB::MODULATOR::Gene:Compound	DGIDB
SCN11A	Gene	HGNC:10583	CENOBAMATE	Compound	RXCUI:2265690	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TUBB4B	Gene	HGNC:20771	VINCRISTINE SULFATE	Compound	RXCUI:11203	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:22	Gene	HGNC:48	HEAT (BE2254)	Compound	iuphar.ligand:482	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC6A2	Gene	HGNC:11048	PHENDIMETRAZINE	Compound	RXCUI:33272	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	HYDROCORTISONE SODIUM PHOSPHATE	Compound	RXCUI:235482	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRA1	Gene	HGNC:4075	QUAZEPAM	Compound	RXCUI:35185	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
TUBB6	Gene	HGNC:20776	CROLIBULIN	Compound	NCIT:C66938	DGIDB::INHIBITOR::Gene:Compound	DGIDB
OPRM1	Gene	HGNC:8156	CODEINE ANHYDROUS	Compound	RXCUI:1545976	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRP	Gene	HGNC:4089	GLUTETHIMIDE	Compound	RXCUI:4903	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
AURKB	Gene	HGNC:11390	PF-03814735	Compound	DrugBank:DB13059	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PTK2	Gene	HGNC:9611	PF-562271	Compound	iuphar.ligand:9381	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3CD	Gene	HGNC:8977	GEDATOLISIB	Compound	NCIT:C91732	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:319	Gene	HGNC:615	NMRA-140	Compound	iuphar.ligand:10452	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:357	Gene	HGNC:630	SRIF-28	Compound	iuphar.ligand:2020	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:307	Gene	HGNC:542	NPY-(2-36) (PIG)	Compound	iuphar.ligand:1508	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1835	Gene	HGNC:905	SLC-391	Compound	iuphar.ligand:12320	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:494	Gene	ENTREZ:494	H2O2	Compound	iuphar.ligand:2448	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
NCBIGENE:368	Gene	HGNC:57	D(CH2)5[TYR(ME)2,THR4,TYR-NH29]OVT	Compound	iuphar.ligand:2221	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KCNH2	Gene	HGNC:6251	AZD1305	Compound	CHEMBL:CHEMBL3545169	DGIDB::BLOCKER::Gene:Compound	DGIDB
PPARA	Gene	HGNC:9232	MURAGLITAZAR	Compound	NCIT:C75190	DGIDB::AGONIST::Gene:Compound	DGIDB
KDR	Gene	HGNC:6307	ALACIZUMAB PEGOL	Compound	NCIT:C61438	DGIDB::INHIBITOR::Gene:Compound	DGIDB
IL12B	Gene	HGNC:5970	RISANKIZUMAB	Compound	RXCUI:2166040	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1804	Gene	HGNC:3010	M4205	Compound	iuphar.ligand:11510	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPE65	Gene	HGNC:10294	EMIXUSTAT HYDROCHLORIDE	Compound	NCIT:C171670	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1758	Gene	HGNC:2932	RESIQUIMOD	Compound	NCIT:C63958	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2	Gene	HGNC:7	DIHYDROERGOTAMINE MESYLATE	Compound	RXCUI:203176	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:217	Gene	HGNC:404	APOMORPHINE	Compound	RXCUI:1043	DGIDB::AGONIST::Gene:Compound	DGIDB
TUBA3E	Gene	HGNC:20765	ENFORTUMAB VEDOTIN-EJFV	Compound	RXCUI:2268306	DGIDB::INHIBITOR::Gene:Compound	DGIDB
POL	Gene	HGNC:39043	DOLUTEGRAVIR SODIUM	Compound	RXCUI:1433867	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KCNH3	Gene	HGNC:6252	NERISPIRDINE	Compound	NCIT:C80997	DGIDB::BLOCKER::Gene:Compound	DGIDB
FGFR2	Gene	HGNC:3689	XL228	Compound	DrugBank:DB05184	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GHSR	Gene	HGNC:4267	MACIMORELIN ACETATE	Compound	RXCUI:1999419	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:227	Gene	HGNC:4499	BUTYRIC ACID	Compound	RXCUI:1362696	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:289	Gene	ENTREZ:289	YM298198	Compound	iuphar.ligand:1389	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:287	Gene	HGNC:493	AGOMELATINE	Compound	NCIT:C72684	DGIDB::AGONIST::Gene:Compound	DGIDB
SCN9A	Gene	HGNC:10597	QUINIDINE SULFATE	Compound	RXCUI:9069	DGIDB::BLOCKER::Gene:Compound	DGIDB
TUBB	Gene	HGNC:20778	AZINTUXIZUMAB VEDOTIN	Compound	NCIT:C122816	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:323	Gene	HGNC:582	MRS2179	Compound	iuphar.ligand:1720	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:38	Gene	HGNC:93	[125I]BH-NMB (HUMAN, MOUSE, RAT)	Compound	iuphar.ligand:3771	DGIDB::AGONIST::Gene:Compound	DGIDB
RPMJ	Gene	HGNC:14490	RETAPAMULIN	Compound	RXCUI:642274	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FGFR2	Gene	HGNC:3689	NINTEDANIB ESYLATE	Compound	RXCUI:1592736	DGIDB::INHIBITOR::Gene:Compound	DGIDB
MEK2	Gene	HGNC:6842	TAK-733	Compound	DrugBank:DB12241	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:32	Gene	HGNC:85	DF3016A	Compound	iuphar.ligand:12515	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3R3	Gene	HGNC:8981	AZD-6482	Compound	DrugBank:DB14980	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2348	Gene	HGNC:3791	COMPOUND 1 [PMID: 11425539]	Compound	iuphar.ligand:6542	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK4	Gene	HGNC:1773	AT-7519	Compound	DrugBank:DB08142	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2618	Gene	HGNC:4163	DACINOSTAT	Compound	NCIT:C81158	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1300	Gene	HGNC:2185	RS-25344	Compound	iuphar.ligand:6557	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK1	Gene	HGNC:1722	RGB-286638	Compound	iuphar.ligand:7744	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FLT4	Gene	HGNC:3767	GLESATINIB	Compound	NCIT:C77876	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1813	Gene	HGNC:3023	TIVOZANIB	Compound	RXCUI:2534233	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CXCR1	Gene	HGNC:6026	NAVARIXIN	Compound	NCIT:C156730	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1F	Gene	HGNC:1393	AZD1305	Compound	CHEMBL:CHEMBL3545169	DGIDB::BLOCKER::Gene:Compound	DGIDB
TGFB2	Gene	HGNC:11768	FRESOLIMUMAB	Compound	NCIT:C63546	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2394	Gene	HGNC:3906	WX-UK1	Compound	iuphar.ligand:6498	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:279	Gene	HGNC:477	ASP4058	Compound	iuphar.ligand:9569	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRP	Gene	HGNC:4089	PENTOBARBITAL SODIUM	Compound	RXCUI:203085	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:248	Gene	HGNC:437	HUMAN GIP(3-42)NH2	Compound	iuphar.ligand:8970	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2660	Gene	HGNC:4223	BELINOSTAT	Compound	RXCUI:1543543	DGIDB::INHIBITOR::Gene:Compound	DGIDB
POLE2	Gene	HGNC:9178	CYTARABINE	Compound	RXCUI:3041	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:25	Gene	HGNC:76	IDAZOXAN	Compound	NCIT:C170049	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:20	Gene	HGNC:32	ISAM-140	Compound	iuphar.ligand:11223	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:381	Gene	HGNC:658	LEIUROTOXIN I	Compound	iuphar.ligand:2316	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:2890	Gene	HGNC:4571	NEOCEPTIN-3	Compound	iuphar.ligand:9137	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:981	Gene	HGNC:23089	ETG-5773	Compound	iuphar.ligand:12851	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FGFR2	Gene	HGNC:3689	DOVITINIB	Compound	NCIT:C76199	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GABRA2	Gene	HGNC:4076	TEMAZEPAM	Compound	RXCUI:10355	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:245	Gene	HGNC:432	M1160	Compound	iuphar.ligand:6074	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:285	Gene	HGNC:485	PG-901	Compound	iuphar.ligand:1341	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:348	Gene	HGNC:613	AZ8838	Compound	iuphar.ligand:9585	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SCN1A	Gene	HGNC:10585	BENOXINATE HYDROCHLORIDE	Compound	RXCUI:235398	DGIDB::BLOCKER::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	FLUOROMETHOLONE	Compound	RXCUI:4491	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRP	Gene	HGNC:4089	CENOBAMATE	Compound	RXCUI:2265690	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:268	Gene	HGNC:464	CP-195543	Compound	iuphar.ligand:6155	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:157	Gene	HGNC:290	COMPOUND 2 [PMID: 19230660]	Compound	iuphar.ligand:5530	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:268	Gene	HGNC:464	CP-195543	Compound	iuphar.ligand:6155	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:341	Gene	HGNC:607	PGN-9856	Compound	iuphar.ligand:10110	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2049	Gene	HGNC:3394	ILGINATINIB	Compound	iuphar.ligand:7839	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:328	Gene	HGNC:587	2MESADP	Compound	iuphar.ligand:1710	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1307	Gene	HGNC:2193	ASPIRIN	Compound	RXCUI:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:605	Gene	HGNC:1004	CALCIPOTRIENE	Compound	RXCUI:29365	DGIDB::AGONIST::Gene:Compound	DGIDB
NR1H3	Gene	HGNC:7966	ROVAZOLAC	Compound	NCIT:C152263	DGIDB::AGONIST::Gene:Compound	DGIDB
JAK1	Gene	HGNC:6190	NEZULCITINIB	Compound	NCIT:C177760	DGIDB::INHIBITOR::Gene:Compound	DGIDB
OPRM1	Gene	HGNC:8156	METHYLNALTREXONE	Compound	RXCUI:29899	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SCN2A	Gene	HGNC:10588	TOCAINIDE HYDROCHLORIDE	Compound	NCIT:C47761	DGIDB::BLOCKER::Gene:Compound	DGIDB
ESR1	Gene	HGNC:3467	MK-6913	Compound	CHEMBL:CHEMBL3545274	DGIDB::AGONIST::Gene:Compound	DGIDB
IGF1R	Gene	HGNC:5465	GANITUMAB	Compound	NCIT:C71531	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SRMS	Gene	HGNC:11298	TG100-801	Compound	CHEMBL:CHEMBL403989	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KCNJ11	Gene	HGNC:6257	NAMINIDIL	Compound	NCIT:C77076	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:246	Gene	HGNC:433	[125I][TYR4]GHRELIN (HUMAN)	Compound	iuphar.ligand:1096	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:561	Gene	ENTREZ:561	TETRAMETHYLAMMONIUM	Compound	DrugBank:DB03095	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:2084	Gene	HGNC:6861	GNE-3511	Compound	iuphar.ligand:9355	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:3240	Gene	HGNC:5141	GNE-7883	Compound	iuphar.ligand:12814	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC6A2	Gene	HGNC:11048	DESVENLAFAXINE SUCCINATE	Compound	RXCUI:683693	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRA1D	Gene	HGNC:280	EPINEPHRINE BITARTRATE	Compound	RXCUI:203180	DGIDB::AGONIST::Gene:Compound	DGIDB
PIK3R2	Gene	HGNC:8980	PILARALISIB	Compound	NCIT:C71705	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:6	Gene	ENTREZ:6	LUMATEPERONE	Compound	RXCUI:2275602	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GABRA6	Gene	HGNC:4080	ETOMIDATE	Compound	RXCUI:4177	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
EGFR	Gene	HGNC:3236	IMGATUZUMAB	Compound	CHEMBL:CHEMBL2109389	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:217	Gene	HGNC:404	SULPIRIDE	Compound	RXCUI:10239	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:24	Gene	HGNC:34	NOREPINEPHRINE	Compound	RXCUI:7512	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:224	Gene	HGNC:403	WKYMVM	Compound	iuphar.ligand:1048	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:643	Gene	HGNC:1060	COMPOUND 47 [PMID: 18800762]	Compound	iuphar.ligand:3197	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNG5	Gene	HGNC:1409	PHLOROGLUCINOL	Compound	RXCUI:8196	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:1797	Gene	HGNC:2992	DOSIMERTINIB	Compound	iuphar.ligand:12710	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CUL4A	Gene	HGNC:2554	THALIDOMIDE	Compound	RXCUI:10432	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:234	Gene	HGNC:4044	SAG1.3	Compound	iuphar.ligand:10327	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:328	Gene	HGNC:587	2MESADP	Compound	iuphar.ligand:1710	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:323	Gene	HGNC:582	ADP&BETA;S	Compound	iuphar.ligand:1755	DGIDB::AGONIST::Gene:Compound	DGIDB
TOP2A	Gene	HGNC:11989	GANCOTAMAB	Compound	NCIT:C170020	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2472	Gene	HGNC:3882	TOLCAPONE	Compound	RXCUI:72937	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2985	Gene	HGNC:3621	DX-2507	Compound	iuphar.ligand:9959	DGIDB::ANTIBODY::Gene:Compound	DGIDB
NCBIGENE:291	Gene	HGNC:10990	LY341495	Compound	iuphar.ligand:1378	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1014	Gene	HGNC:1755	COMPOUND 9 [PMID: 15615544]	Compound	iuphar.ligand:8890	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:347	Gene	HGNC:612	F16357	Compound	iuphar.ligand:9255	DGIDB::AGONIST::Gene:Compound	DGIDB
CACNA1H	Gene	HGNC:1395	SUVECALTAMIDE	Compound	NCIT:C174710	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:1500	Gene	HGNC:2515	PEXMETINIB	Compound	NCIT:C85481	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1117	Gene	HGNC:1933	ASPIRIN	Compound	RXCUI:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1810	Gene	HGNC:3017	MK-2461	Compound	iuphar.ligand:7962	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2189	Gene	HGNC:3588	GSK'547	Compound	iuphar.ligand:11274	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NTRK2	Gene	HGNC:8032	LAROTRECTINIB SULFATE	Compound	RXCUI:2104548	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNG3	Gene	HGNC:1407	PHLOROGLUCINOL	Compound	RXCUI:8196	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:372	Gene	HGNC:649	BAY 55-9837	Compound	iuphar.ligand:2269	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1945	Gene	HGNC:3224	COMPOUND 2 [PMID: 25408830]	Compound	iuphar.ligand:7810	DGIDB::INHIBITOR::Gene:Compound	DGIDB
APH1A	Gene	HGNC:29509	AVAGACESTAT	Compound	NCIT:C96305	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2C	Gene	HGNC:5295	FENFLURAMINE HYDROCHLORIDE	Compound	RXCUI:82018	DGIDB::AGONIST::Gene:Compound	DGIDB
BACE1	Gene	HGNC:933	VERUBECESTAT	Compound	NCIT:C152868	DGIDB::INHIBITOR::Gene:Compound	DGIDB
MS4A1	Gene	HGNC:7315	IBRITUMOMAB TIUXETAN	Compound	RXCUI:262323	DGIDB::ANTIBODY::Gene:Compound	DGIDB
FLT4	Gene	HGNC:3767	GLESATINIB	Compound	NCIT:C77876	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:21	Gene	HGNC:33	CP608,039	Compound	iuphar.ligand:5598	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1981	Gene	HGNC:3296	COMPOUND 18 [PMID: 20873740]	Compound	iuphar.ligand:8191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:469	Gene	HGNC:789	&ALPHA;-BUNGAROTOXIN	Compound	iuphar.ligand:3964	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1298	Gene	HGNC:2218	ANAGRELIDE HYDROCHLORIDE	Compound	RXCUI:236612	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:15	Gene	HGNC:19	BRUCINE	Compound	iuphar.ligand:342	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:643	Gene	HGNC:1060	COMPOUND 14 [PMID: 18800762]	Compound	iuphar.ligand:3194	DGIDB::INHIBITOR::Gene:Compound	DGIDB
IL17A	Gene	HGNC:5981	REMTOLUMAB	Compound	NCIT:C152189	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:22	Gene	HGNC:48	NOREPINEPHRINE	Compound	RXCUI:7512	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:58	Gene	HGNC:129	CCL23	Compound	iuphar.ligand:755	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2499	Gene	HGNC:3991	ADENOSINE	Compound	RXCUI:296	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2205	Gene	HGNC:3609	COMPOUND 27D [PMID: 28231433]	Compound	iuphar.ligand:10218	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:605	Gene	HGNC:1004	LG190178	Compound	iuphar.ligand:2787	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:381	Gene	HGNC:658	B-TPMF	Compound	iuphar.ligand:9315	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:545	Gene	HGNC:882	VERAPAMIL	Compound	RXCUI:11170	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:2155	Gene	HGNC:3544	TORIN 2	Compound	iuphar.ligand:8839	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2A	Gene	HGNC:5293	ASENAPINE MALEATE	Compound	RXCUI:860647	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	HALCINONIDE	Compound	RXCUI:5084	DGIDB::AGONIST::Gene:Compound	DGIDB
ANGPT2	Gene	HGNC:485	CVX-060	Compound	CHEMBL:CHEMBL4594470	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1G	Gene	HGNC:1394	PHLOROGLUCINOL	Compound	RXCUI:8196	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:1944	Gene	HGNC:3223	WNY0824	Compound	iuphar.ligand:12143	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1812	Gene	HGNC:3020	ZM-306416	Compound	iuphar.ligand:8245	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:126	Gene	HGNC:251	FIRUGLIPEL	Compound	NCIT:C171711	DGIDB::AGONIST::Gene:Compound	DGIDB
MET	Gene	HGNC:7029	TIVANTINIB	Compound	NCIT:C62437	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HSPB1	Gene	HGNC:5246	APATORSEN	Compound	NCIT:C71740	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3CD	Gene	HGNC:8977	AZD-8186	Compound	DrugBank:DB15029	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR4	Gene	HGNC:5299	CLEBOPRIDE	Compound	RXCUI:21224	DGIDB::AGONIST::Gene:Compound	DGIDB
MKNK1	Gene	HGNC:7110	TOMIVOSERTIB	Compound	NCIT:C125062	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TRHR	Gene	HGNC:12299	THYROTROPIN-RELEASING HORMONE	Compound	RXCUI:10580	DGIDB::AGONIST::Gene:Compound	DGIDB
HRH1	Gene	HGNC:5182	DESLORATADINE	Compound	RXCUI:275635	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC12A3	Gene	HGNC:10912	CHLOROTHIAZIDE SODIUM	Compound	RXCUI:91217	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC12A1	Gene	HGNC:10910	ETHACRYNATE SODIUM	Compound	RXCUI:4108	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRB1	Gene	HGNC:285	LEVOBETAXOLOL HYDROCHLORIDE	Compound	RXCUI:261718	DGIDB::INHIBITOR::Gene:Compound	DGIDB
EGFR	Gene	HGNC:3236	NIMOTUZUMAB	Compound	NCIT:C2733	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC12A3	Gene	HGNC:10912	CHLORTHALIDONE	Compound	RXCUI:2409	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PPARG	Gene	HGNC:9236	MESALAMINE	Compound	RXCUI:52582	DGIDB::AGONIST::Gene:Compound	DGIDB
KIT	Gene	HGNC:6342	PAZOPANIB	Compound	RXCUI:714438	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC6A2	Gene	HGNC:11048	VENLAFAXINE HYDROCHLORIDE	Compound	RXCUI:235988	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC5A2	Gene	HGNC:11037	CANAGLIFLOZIN	Compound	RXCUI:1373458	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CA4	Gene	HGNC:1375	ACETAZOLAMIDE	Compound	RXCUI:167	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GLP2R	Gene	HGNC:4325	TEDUGLUTIDE	Compound	RXCUI:1364468	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRG3	Gene	HGNC:4088	CIPEPOFOL	Compound	NCIT:C188595	DGIDB::AGONIST::Gene:Compound	DGIDB
PGR	Gene	HGNC:8910	DESOGESTREL	Compound	RXCUI:22656	DGIDB::AGONIST::Gene:Compound	DGIDB
TUBB2A	Gene	HGNC:12412	ADO-TRASTUZUMAB EMTANSINE	Compound	RXCUI:1371041	DGIDB::INHIBITOR::Gene:Compound	DGIDB
