Biomarker ID	Biomarker Name	Disease	ICD Code	Biomarker Type	Conclusion	UniProt ID	REF 1	Biomarker Location	Specific Aim	Molecular Type	Biomarker Measure	Treatment	Specific Conclusion	Biomarker Phase	Objective	Research Method	Research Results
BM003124	CD4(+)CD25(+) T cells	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	CD4(+)CD25(+) T cells and CD4(+)CD25(+)FoxP3(+) T cells significantly increased and IL-5 dramatically decreased in TB patients relative to healthy subjects.		T regulatory cells and Th1/Th2 cytokines in peripheral blood from tuberculosis patients. Eur J Clin Microbiol Infect Dis. 2010 Jun;29(6):643-50. Eur J Clin Microbiol Infect Dis. 2010 Jun;29(6):643-50.				Increased						
BM003123	CD4(+)CD25(+)FoxP3(+) T cells	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	CD4(+)CD25(+) T cells and CD4(+)CD25(+)FoxP3(+) T cells significantly increased and IL-5 dramatically decreased in TB patients relative to healthy subjects.		T regulatory cells and Th1/Th2 cytokines in peripheral blood from tuberculosis patients. Eur J Clin Microbiol Infect Dis. 2010 Jun;29(6):643-50. Eur J Clin Microbiol Infect Dis. 2010 Jun;29(6):643-50.				Increased						
BM003122	CD8(+)CD28(-) T cells	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	CD8(+)CD28(-) T cells, IFN-gamma, TNF-alpha, IL-10 and IL-4 significantly increased in patients with culture and sputum smear-positive pulmonary TB (PTB(+)) compared with healthy subjects.		T regulatory cells and Th1/Th2 cytokines in peripheral blood from tuberculosis patients. Eur J Clin Microbiol Infect Dis. 2010 Jun;29(6):643-50. Eur J Clin Microbiol Infect Dis. 2010 Jun;29(6):643-50.				Higher						
BM003126	CD3(+)CD4(+) T lymphocytes	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	A higher percentage of CD3(+)CD8(+) T lymphocytes with a relatively low percentage of CD3(+)CD4(+) T lymphocytes was demonstrated for these patients with a higher grade of pulmonary TB, resulting in a decreased peripheral blood CD4(+)/CD8(+) ratio.		Shifts of T4/T8 T lymphocytes from BAL fluid and peripheral blood by clinical grade in patients with pulmonary tuberculosis. Chest. 2002 Oct;122(4):1285-91. Chest. 2002 Oct;122(4):1285-91.				Lower						
BM003125	CD3(+)CD8(+) T lymphocytes	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	A higher percentage of CD3(+)CD8(+) T lymphocytes with a relatively low percentage of CD3(+)CD4(+) T lymphocytes was demonstrated for these patients with a higher grade of pulmonary TB, resulting in a decreased peripheral blood CD4(+)/CD8(+) ratio.		Shifts of T4/T8 T lymphocytes from BAL fluid and peripheral blood by clinical grade in patients with pulmonary tuberculosis. Chest. 2002 Oct;122(4):1285-91. Chest. 2002 Oct;122(4):1285-91.				Higher						
BM003127	CCR5 Mrna	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	Expression of CCR5 mRNA was significantly induced by MTB in PBMC from patients with pulmonary TB.		Inhibition of human immunodeficiency virus-1 (HIV-1) by beta-chemokine analogues in mononuclear cells from HIV-1-infected patients with active tube... Clin Exp Immunol. 2005 Nov;142(2):327-32. Clin Exp Immunol. 2005 Nov;142(2):327-32.				Higher						
BM003568	SET-binding protein	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	SEB was significantly elevated in the mucus of eight patients with CHSwNP as compared with the nasal mucus of healthy controls.	Q9Y6X0	Further observations on the role of Staphylococcus aureus exotoxins and IgE in the pathogenesis of nasal polyposis. Laryngoscope. 2011 Mar;121(3):647-55. Laryngoscope. 2011 Mar;121(3):647-55.				Higher						
BM003572	Toxic shock syndrome toxin-1	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	Toxic shock syndrome toxin was significantly elevated in the sera of patients with CHSwNP as compared with the sera of age-related healthy control subjects.	P06886	Further observations on the role of Staphylococcus aureus exotoxins and IgE in the pathogenesis of nasal polyposis. Laryngoscope. 2011 Mar;121(3):647-55. Laryngoscope. 2011 Mar;121(3):647-55.				Higher						
BM003118	miR-202	Pertussis	ICD-11: 1C12	Diagnostic	A panel of five miRNAs (miR-202, miR-342-5p, miR-206, miR-487b, miR-576-5p) was confirmed overexpressed in pertussis patients (p < 0.05).		Serum microRNA expression profile as a biomarker for the diagnosis of pertussis. Mol Biol Rep. 2013 Feb;40(2):1325-32. Mol Biol Rep. 2013 Feb;40(2):1325-32.		Diagnosis		Increased						
BM003117	miR-206	Pertussis	ICD-11: 1C12	Diagnostic	A panel of five miRNAs (miR-202, miR-342-5p, miR-206, miR-487b, miR-576-5p) was confirmed overexpressed in pertussis patients (p < 0.05).		Serum microRNA expression profile as a biomarker for the diagnosis of pertussis. Mol Biol Rep. 2013 Feb;40(2):1325-32. Mol Biol Rep. 2013 Feb;40(2):1325-32.		Diagnosis		Increased						
BM003116	miR-342-5p	Pertussis	ICD-11: 1C12	Diagnostic	A panel of five miRNAs (miR-202, miR-342-5p, miR-206, miR-487b, miR-576-5p) was confirmed overexpressed in pertussis patients (p < 0.05).		Serum microRNA expression profile as a biomarker for the diagnosis of pertussis. Mol Biol Rep. 2013 Feb;40(2):1325-32. Mol Biol Rep. 2013 Feb;40(2):1325-32.		Diagnosis		Increased						
BM003115	miR-487b	Pertussis	ICD-11: 1C12	Diagnostic	A panel of five miRNAs (miR-202, miR-342-5p, miR-206, miR-487b, miR-576-5p) was confirmed overexpressed in pertussis patients (p < 0.05).		Serum microRNA expression profile as a biomarker for the diagnosis of pertussis. Mol Biol Rep. 2013 Feb;40(2):1325-32. Mol Biol Rep. 2013 Feb;40(2):1325-32.		Diagnosis		Increased						
BM003114	miR-576-5p	Pertussis	ICD-11: 1C12	Diagnostic	A panel of five miRNAs (miR-202, miR-342-5p, miR-206, miR-487b, miR-576-5p) was confirmed overexpressed in pertussis patients (p < 0.05).		Serum microRNA expression profile as a biomarker for the diagnosis of pertussis. Mol Biol Rep. 2013 Feb;40(2):1325-32. Mol Biol Rep. 2013 Feb;40(2):1325-32.		Diagnosis		Increased						
BM000676	4-MDRD	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	Glomerulus; serum/plasma;	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM000747	Afamin (AFM)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic		P43652	The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM001118	CKD-EPI	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	Glomerulus; serum/plasma;	Renal toxicity	Global		highly active antiretroviral therapy (HAART); tenofovir					
BM001150	Cockcroft-Gault	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	Glomerulus; serum/plasma;	Renal toxicity	Global		highly active antiretroviral therapy (HAART); tenofovir					
BM001215	Creatinine	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	Glomerulus; serum/plasma;	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM001569	Glomerular filtration rate	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	Glomerulus; serum/plasma;	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM003092	Glomerular filtration rate (GFR)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	The best biomarker is the glomerular filtration rate (GFR), and several creatinine-based estimates equations of GFR are widely used in HIV infection, with clinical advantages for the equation developed by Chronic Kidney Disease Epidemiology Collaboration (CKD-EPI).		The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.										
BM002272	HNL	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM002240	N-Acetyl--D-Glucosaminidase (NAG)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM002273	Neutrophil gelatinase-associated lipocalin	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic		P80188	The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM002274	Neutrophil gelatinase-associated lipocalin	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic		P80188	The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM002511	Phosphate	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	serum; tubule	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM002513	phosphorus tubular reabsorption (RTP)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity	Global		highly active antiretroviral therapy (HAART); tenofovir					
BM002599	proteins	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic			The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM003089	CD163/CD16 coexpression	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Monitoring	CD163/CD16 coexpression by circulating monocytes/macrophages in HIV: potential biomarkers for HIV infection and AIDS progression.		CD163/CD16 coexpression by circulating monocytes/macrophages in HIV: potential biomarkers for HIV infection and AIDS progression. AIDS Res Hum Retroviruses. 2008 Mar;24(3):417-21. AIDS Res Hum Retroviruses. 2008 Mar;24(3):417-21.		Progression								
BM003090	Perforin-expressing HIV-specific CD8 T cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Monitoring	The fraction of perforin-expressing HIV-specific CD8 T cells is a marker for disease progression in HIV infection.		The fraction of perforin-expressing HIV-specific CD8 T cells is a marker for disease progression in HIV infection. AIDS. 2002 Jul 26;16(11):1497-501. AIDS. 2002 Jul 26;16(11):1497-501.		Disease progression								
BM003099	CD28+ and CD45RA+ CD8+ cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	HIV infection in both populations was associated with reduced IL-2, IL-4, IL-10, and IL-12 secretion, number of CD28+ and CD45RA+ CD8+ cells, and increased number of HLA-DR+-CD3+, CD4+, and CD8+ cells, and CD45RO+ CD8+ cells.		Infection by different HIV-1 subtypes (B and C) results in a similar immune activation profile despite distinct immune backgrounds. J Acquir Immune Defic Syndr. 1999 Jun 1;21(2):157-63. J Acquir Immune Defic Syndr. 1999 Jun 1;21(2):157-63.				Decreased						
BM003096	CD45RO+ CD8+ cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	HIV infection in both populations was associated with reduced IL-2, IL-4, IL-10, and IL-12 secretion, number of CD28+ and CD45RA+ CD8+ cells, and increased number of HLA-DR+-CD3+, CD4+, and CD8+ cells, and CD45RO+ CD8+ cells.		Infection by different HIV-1 subtypes (B and C) results in a similar immune activation profile despite distinct immune backgrounds. J Acquir Immune Defic Syndr. 1999 Jun 1;21(2):157-63. J Acquir Immune Defic Syndr. 1999 Jun 1;21(2):157-63.				Increased						
BM003091	HLA-DR+-CD3+, CD4+, and CD8+ cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	HIV infection in both populations was associated with reduced IL-2, IL-4, IL-10, and IL-12 secretion, number of CD28+ and CD45RA+ CD8+ cells, and increased number of HLA-DR+-CD3+, CD4+, and CD8+ cells, and CD45RO+ CD8+ cells.		Infection by different HIV-1 subtypes (B and C) results in a similar immune activation profile despite distinct immune backgrounds. J Acquir Immune Defic Syndr. 1999 Jun 1;21(2):157-63. J Acquir Immune Defic Syndr. 1999 Jun 1;21(2):157-63.				Increased						
BM003093	CD8+ T cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	The CD8+ T cells were increased and activated in women with HIV infection but these alterations were not affected by the menstrual cycle.		Impact of the menstrual cycle on immunologic markers in HIV-infected Taiwanese women. Taiwan J Obstet Gynecol. 2006 Mar;45(1):42-7. Taiwan J Obstet Gynecol. 2006 Mar;45(1):42-7.				Higher						
BM003101	CD28- cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	A dramatic increase in CD8+, CD28- cells was observed in asymptomatic HIV-infected people.		Anergy and apoptosis in CD8+ T cells from HIV-infected persons. J Immunol. 1994 Jul 1;153(1):412-20. J Immunol. 1994 Jul 1;153(1):412-20.				Higher						
BM003094	CD8+ cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	A dramatic increase in CD8+, CD28- cells was observed in asymptomatic HIV-infected people.		Anergy and apoptosis in CD8+ T cells from HIV-infected persons. J Immunol. 1994 Jul 1;153(1):412-20. J Immunol. 1994 Jul 1;153(1):412-20.				Higher						
BM003100	CD28- memory CD8+ T cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	In both HIV infection and aging, immunosenescence is marked by an increased proportion of CD28-, CD57+ memory CD8+ T cells with reduced capacity to produce interleukin 2 (IL-2), increased production of IL-6, resistance to apoptosis, and shortened telomeres.		Aging, inflammation, and HIV infection. Top Antivir Med. 2012 Aug-Sep;20(3):101-5. Top Antivir Med. 2012 Aug-Sep;20(3):101-5.				Higher						
BM003095	CD57+ memory CD8+ T cells	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	In both HIV infection and aging, immunosenescence is marked by an increased proportion of CD28-, CD57+ memory CD8+ T cells with reduced capacity to produce interleukin 2 (IL-2), increased production of IL-6, resistance to apoptosis, and shortened telomeres.		Aging, inflammation, and HIV infection. Top Antivir Med. 2012 Aug-Sep;20(3):101-5. Top Antivir Med. 2012 Aug-Sep;20(3):101-5.				Higher						
BM003098	CD4(+) T-lymphocyte	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	The accuracy of CD4(+) T-lymphocyte count, CD4% and CD4/CD8 ratio as surrogate markers of infant HIV infection.		CD4+ T-lymphocyte count/CD8+ T-lymphocyte count ratio: surrogate for HIV infection in infants J Trop Pediatr. 2012 Oct;58(5):394-7. J Trop Pediatr. 2012 Oct;58(5):394-7.										
